grid_id,grid_area_km2,entry_all__2022,entry_all__2023,entry_productive__2022,entry_productive__2023,exp__2022__00_03,exp__2022__03_06,exp__2022__06_09,exp__2022__09_12,exp__2022__12_20,exp__2022__gt_20,exp__2023__00_03,exp__2023__03_06,exp__2023__06_09,exp__2023__09_12,exp__2023__12_20,exp__2023__gt_20,sel__2022__00_03,sel__2022__03_06,sel__2022__06_09,sel__2022__09_12,sel__2022__12_20,sel__2022__gt_20,sel__2023__00_03,sel__2023__03_06,sel__2023__06_09,sel__2023__09_12,sel__2023__12_20,sel__2023__gt_20
"110,142",1641.089648532665,0.0,0.0,0.0,0.0,5298.1119772555785,1429.7352809532017,519.2579518121831,443.5822469645856,745.0845785608478,1042.41318712141,5437.971615172368,1458.7958013637394,553.3821684108061,459.7275826388714,770.920071887035,1165.7684684332678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"111,142",111.55304722376694,0.0,0.0,0.0,0.0,214.03690061101727,72.01312765607648,3.2278153896331787,0.0,0.0,0.0,240.66920480541154,84.92453131208234,3.2278153896331787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"98,143",229.62214878921702,0.0,0.0,0.0,0.0,2629.1133788520215,3048.7863131803624,728.9106636103462,97.81894141832987,55.0142697539984,3.239881753921509,2608.3145616007787,3035.82677042905,722.430926805384,94.83314925829569,55.0142697539984,3.239881753921509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"99,143",1601.5424549207967,0.0,0.0,0.0,0.0,22504.672266960144,43598.62539768219,18493.98590183258,3648.181962251663,2800.761641740799,565.5504281520844,22456.072798013687,43472.2667722702,18432.42639040947,3644.942055463791,2782.0459043979645,562.3104147911072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"100,143",2322.910120529624,0.0,0.0,0.0,0.0,9456.464753023782,25227.749530594017,27708.684471239765,17326.08689895985,25573.363894084854,9078.682779901166,9438.473571574454,25191.131854136784,27689.245040287693,17364.965914882396,25639.866269336027,9071.860225161381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"101,143",2504.815946949535,0.0,0.0,0.0,0.0,10101.038735058728,25253.919621490964,32639.769032638214,27428.071807672466,49691.34077420422,26321.648247876823,10041.03301609357,25151.236804946264,32617.088823239945,27456.41583381073,49800.417407915644,26213.223173263963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"102,143",2504.5083717404486,0.0,0.0,0.0,0.0,9991.886494993694,24499.041705095067,34074.77409223482,30240.100768537144,43653.03982411273,20289.658759688395,9970.290917912651,24433.445954411636,34021.06591331164,30142.92261192284,43695.06916111031,20159.096558370777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"103,143",2504.047133259502,0.0,0.0,0.0,0.0,8501.438917286257,21246.904042955473,28600.899169692806,27807.962841903463,50754.26832005556,30446.624349097645,8490.109141500325,21179.70476060568,28522.16172503677,27765.856405174032,50731.94798981068,30303.30184948491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"104,143",2503.4323806343864,0.0,0.0,0.0,0.0,33929.360780822535,70410.95393079589,43582.7244616228,15675.838301319236,11517.067274102044,2923.7960690049563,33884.033533441325,70290.62058753407,43524.08374234555,15636.983518499488,11374.598394163919,2810.114241834715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"105,143",2502.664312582746,0.0,0.0,0.0,0.0,8898.016461063835,14627.465635075288,11501.827044053172,8393.601312222201,11210.434490278656,4737.423931048898,8872.109800268623,14589.963119926639,11561.518406631432,8413.011011662204,11194.231919601852,4698.5631760821625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"106,143",2501.7431773094504,0.0,0.0,0.0,0.0,16306.562598754845,38481.094425814765,38705.53683999847,23276.36059513092,20540.39210723054,2917.940524966109,16287.15083580204,38657.28215528003,38805.140024471286,23341.076758527754,20634.957926931565,2937.3548511570575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"107,143",2500.669272378322,0.0,0.0,0.0,0.0,13087.649987352595,35353.74588489906,40617.98821305293,26154.52438846476,19833.413223381605,1397.6383489216075,12951.8201392688,35377.35953225902,40578.4526908164,26186.86281290896,19852.10032788445,1407.3431495273815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"108,143",2499.442944558251,0.0,0.0,0.0,0.0,20520.052605653276,41302.8323956153,33596.60563425737,19728.81417274288,15036.854907243393,3151.4630609680626,20474.79413654851,41315.02729018436,33671.776438478395,19728.81543278507,15096.74527726641,3151.465369575164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"109,143",2498.0645896418578,0.0,0.0,0.0,0.0,19010.76453725123,26703.992243515277,21010.305122099668,10398.289690192541,7354.6451568865305,1575.0114828380883,18212.816886580225,26405.08766701642,20816.465056858808,10311.059856828055,7308.349256339727,1581.4781585964502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"110,143",2376.0183780395364,0.0,0.0,0.0,0.0,7422.256431080313,3944.038953335145,2758.7743681019424,2190.096130101821,2948.252059364319,1726.8422559046278,7564.8812588308365,4057.0365310023813,2784.6019468849777,2186.854351489684,3027.5426524854174,1742.9813335680494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"111,143",1090.841103955782,0.0,0.0,0.0,0.0,1453.2800757641885,597.893608340095,190.26966570872887,105.36618273865943,150.60010055093204,114.05024549540352,1522.662621077369,626.9435901725993,196.7251038457833,115.22573898633321,147.37226227311527,139.7050264938205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"112,143",27.902602248756043,0.0,0.0,0.0,0.0,14.584920304429296,9.019034007951326,9.676907062530518,0.0,0.0,8.930621591268801,14.584920304429296,9.019034007951326,9.676907062530518,0.0,0.0,8.930621591268801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"99,144",2290.900867861153,0.0,0.0,0.0,0.0,26354.50657611641,48957.47640748959,24700.221534549488,14254.135569395738,20903.84033078025,7792.504492352055,26315.626705940096,48867.557371765964,24661.341843187107,14227.49150425406,20864.960557640297,7734.184647629308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"100,144",2505.1742034292174,0.0,0.0,0.0,0.0,13701.135843106813,38616.70670175927,42433.26699222116,27751.695124801005,31124.93500528897,7046.139864821528,13675.216061421937,38606.98703599351,42379.979234900195,27727.312549908023,31083.628147023337,6994.300691504573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"101,144",2505.0203406141377,0.0,0.0,0.0,0.0,10808.767440568701,33317.26122914202,46657.629424024104,33266.84850717059,32607.87475169219,14458.460408415513,10763.409322749869,33236.265153511835,46649.34211556771,33195.572261099725,32607.874097948446,14347.241988883297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"102,144",2504.7126650315545,0.0,0.0,0.0,0.0,4449.603737488915,12687.397066523981,19520.09510648017,19947.40354067578,51690.19341596996,55626.38809887287,4462.56323947065,12677.67939393754,19415.26748393938,19902.408212154987,51568.71107035057,55233.4272841547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"103,144",2504.251276750373,0.0,0.0,0.0,0.0,5934.9576050636815,16105.392750586718,22694.440158341917,25035.94427037052,62887.8430697226,51999.131330362005,5909.048700272803,16066.526214207857,22669.24249599588,24999.96232089716,62949.37954695833,51942.10309508734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"104,144",2503.636325806829,0.0,0.0,0.0,0.0,11213.415432942147,29195.04787174861,37791.24785239276,31404.406281162712,33377.90138058008,7822.228764837862,11168.085013401742,29156.19114319484,37846.75278565555,31443.26245181701,33322.857645791184,7825.469324415804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"105,144",2502.8680121246516,0.0,0.0,0.0,0.0,7784.732161747241,17894.683337622064,21906.389221340065,21096.76591145291,31368.282310025832,16621.17096012901,7768.541055189395,18019.11274207807,22058.510294824486,21225.417406111137,31587.559849089266,16778.959330700894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"106,144",2501.9465854081486,0.0,0.0,0.0,0.0,12409.34540184713,28826.115245489047,35983.491075537255,27401.353954205795,26989.983836442352,9427.661848271127,12350.384973278233,28869.97995438669,36105.727862287036,27427.241188178345,27039.155815299353,9424.422895157571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"107,144",2500.872345007959,0.0,0.0,0.0,0.0,19325.681764513836,50817.051516779735,50481.335931126276,27647.02965794264,14859.004143837388,899.0867031134811,19242.313965562746,50665.042121895625,50365.6385687959,27551.623759209873,14766.99528282577,906.3674848743514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"108,144",2499.6456397604356,0.0,0.0,0.0,0.0,10966.980168441698,20778.596236393496,18163.32114096062,10885.038544808183,13845.228501408705,7163.53965547973,10951.53759877074,20805.26435725268,18235.25977944206,10943.226710472856,13954.246542427587,7219.9415238146685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"109,144",2498.2668677990823,0.0,0.0,0.0,0.0,1474.1257644765517,4092.8670088627764,6137.015384792815,7757.196277752109,21961.31213262502,29772.68524819916,1466.9537110777462,4092.8619837143847,6117.626707434188,7770.112131014057,21897.580818318384,29790.02288143027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"110,144",2496.362305182948,0.0,0.0,0.0,0.0,647.8175643518861,1528.157472592709,2193.7756492203353,2683.3442650607985,7089.255368731069,18760.53298775355,657.505196912616,1541.0727152646755,2235.769158512938,2773.7649493984145,7298.372828833261,19045.655148900725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"111,144",2414.3359470101122,0.0,0.0,0.0,0.0,2647.0315881598226,2807.1373404072783,2801.3641114683714,2770.2282086895966,7266.693175502852,16567.377309830987,2695.4368508684865,2787.7835262822173,2756.1931961031523,2747.184997040618,7209.7756783840705,16591.40264572443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"112,144",1220.2927432415142,0.0,0.0,0.0,0.0,3613.1837632067063,2526.2822178176807,1671.6909367533292,1114.4083383326438,1411.963980135263,612.5245394080292,3565.210976351944,2492.0336002041313,1669.4955796213712,1090.6711866827573,1440.6381843033957,768.9462213076797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"99,145",1696.3492584525616,0.0,0.0,0.0,0.0,19638.555263793238,43932.00613932517,26588.600035568317,10658.795150973749,11334.749613515069,4396.926395347071,19470.07590392805,43707.6465428848,26468.720225473484,10600.47539208169,11172.749957553078,4322.406474282695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
