geocode,municipio,uf,cidade_uf_seeg,muni_key
3170479,Uruana de Minas,MG,Uruana de Minas (MG),URUANA DE MINAS|MG
3170529,Urucuia,MG,Urucuia (MG),URUCUIA|MG
3170503,Urucânia,MG,Urucânia (MG),URUCANIA|MG
3170578,Vargem Alegre,MG,Vargem Alegre (MG),VARGEM ALEGRE|MG
3170602,Vargem Bonita,MG,Vargem Bonita (MG),VARGEM BONITA|MG
3170651,Vargem Grande do Rio Pardo,MG,Vargem Grande do Rio Pardo (MG),VARGEM GRANDE DO RIO PARDO|MG
3170701,Varginha,MG,Varginha (MG),VARGINHA|MG
3170750,Varjão de Minas,MG,Varjão de Minas (MG),VARJAO DE MINAS|MG
3170909,Varzelândia,MG,Varzelândia (MG),VARZELANDIA|MG
3171006,Vazante,MG,Vazante (MG),VAZANTE|MG
3171030,Verdelândia,MG,Verdelândia (MG),VERDELANDIA|MG
3171071,Veredinha,MG,Veredinha (MG),VEREDINHA|MG
3171154,Vermelho Novo,MG,Vermelho Novo (MG),VERMELHO NOVO|MG
3171105,Veríssimo,MG,Veríssimo (MG),VERISSIMO|MG
3171204,Vespasiano,MG,Vespasiano (MG),VESPASIANO|MG
3171402,Vieiras,MG,Vieiras (MG),VIEIRAS|MG
3171600,Virgem da Lapa,MG,Virgem da Lapa (MG),VIRGEM DA LAPA|MG
3171808,Virginópolis,MG,Virginópolis (MG),VIRGINOPOLIS|MG
3171907,Virgolândia,MG,Virgolândia (MG),VIRGOLANDIA|MG
3171709,Virgínia,MG,Virgínia (MG),VIRGINIA|MG
3172004,Visconde do Rio Branco,MG,Visconde do Rio Branco (MG),VISCONDE DO RIO BRANCO|MG
3171303,Viçosa,MG,Viçosa (MG),VICOSA|MG
3172103,Volta Grande,MG,Volta Grande (MG),VOLTA GRANDE|MG
3170800,Várzea da Palma,MG,Várzea da Palma (MG),VARZEA DA PALMA|MG
3172202,Wenceslau Braz,MG,Wenceslau Braz (MG),WENCESLAU BRAZ|MG
3100609,Água Boa,MG,Água Boa (MG),AGUA BOA|MG
3100708,Água Comprida,MG,Água Comprida (MG),AGUA COMPRIDA|MG
3100906,Águas Formosas,MG,Águas Formosas (MG),AGUAS FORMOSAS|MG
3101003,Águas Vermelhas,MG,Águas Vermelhas (MG),AGUAS VERMELHAS|MG
5000252,Alcinópolis,MS,Alcinópolis (MS),ALCINOPOLIS|MS
5000609,Amambai,MS,Amambai (MS),AMAMBAI|MS
5000708,Anastácio,MS,Anastácio (MS),ANASTACIO|MS
5000807,Anaurilândia,MS,Anaurilândia (MS),ANAURILANDIA|MS
5000856,Angélica,MS,Angélica (MS),ANGELICA|MS
5000906,Antônio João,MS,Antônio João (MS),ANTONIO JOAO|MS
5001003,Aparecida do Taboado,MS,Aparecida do Taboado (MS),APARECIDA DO TABOADO|MS
5001102,Aquidauana,MS,Aquidauana (MS),AQUIDAUANA|MS
5001243,Aral Moreira,MS,Aral Moreira (MS),ARAL MOREIRA|MS
5001508,Bandeirantes,MS,Bandeirantes (MS),BANDEIRANTES|MS
5001904,Bataguassu,MS,Bataguassu (MS),BATAGUASSU|MS
5002001,Batayporã,MS,Batayporã (MS),BATAYPORA|MS
5002100,Bela Vista,MS,Bela Vista (MS),BELA VISTA|MS
5002159,Bodoquena,MS,Bodoquena (MS),BODOQUENA|MS
5002209,Bonito,MS,Bonito (MS),BONITO|MS
5002308,Brasilândia,MS,Brasilândia (MS),BRASILANDIA|MS
5002407,Caarapó,MS,Caarapó (MS),CAARAPO|MS
5002605,Camapuã,MS,Camapuã (MS),CAMAPUA|MS
5002704,Campo Grande,MS,Campo Grande (MS),CAMPO GRANDE|MS
5002803,Caracol,MS,Caracol (MS),CARACOL|MS
5002902,Cassilândia,MS,Cassilândia (MS),CASSILANDIA|MS
5002951,Chapadão do Sul,MS,Chapadão do Sul (MS),CHAPADAO DO SUL|MS
5003108,Corguinho,MS,Corguinho (MS),CORGUINHO|MS
5003157,Coronel Sapucaia,MS,Coronel Sapucaia (MS),CORONEL SAPUCAIA|MS
5003207,Corumbá,MS,Corumbá (MS),CORUMBA|MS
5003256,Costa Rica,MS,Costa Rica (MS),COSTA RICA|MS
5003306,Coxim,MS,Coxim (MS),COXIM|MS
5003454,Deodápolis,MS,Deodápolis (MS),DEODAPOLIS|MS
5003488,Dois Irmãos do Buriti,MS,Dois Irmãos do Buriti (MS),DOIS IRMAOS DO BURITI|MS
5003504,Douradina,MS,Douradina (MS),DOURADINA|MS
5003702,Dourados,MS,Dourados (MS),DOURADOS|MS
5003751,Eldorado,MS,Eldorado (MS),ELDORADO|MS
5003900,Figueirão,MS,Figueirão (MS),FIGUEIRAO|MS
5003801,Fátima do Sul,MS,Fátima do Sul (MS),FATIMA DO SUL|MS
5004007,Glória de Dourados,MS,Glória de Dourados (MS),GLORIA DE DOURADOS|MS
5004106,Guia Lopes da Laguna,MS,Guia Lopes da Laguna (MS),GUIA LOPES DA LAGUNA|MS
5004304,Iguatemi,MS,Iguatemi (MS),IGUATEMI|MS
5004403,Inocência,MS,Inocência (MS),INOCENCIA|MS
5004502,Itaporã,MS,Itaporã (MS),ITAPORA|MS
5004601,Itaquiraí,MS,Itaquiraí (MS),ITAQUIRAI|MS
5004700,Ivinhema,MS,Ivinhema (MS),IVINHEMA|MS
5004809,Japorã,MS,Japorã (MS),JAPORA|MS
5004908,Jaraguari,MS,Jaraguari (MS),JARAGUARI|MS
5005004,Jardim,MS,Jardim (MS),JARDIM|MS
5005103,Jateí,MS,Jateí (MS),JATEI|MS
5005152,Juti,MS,Juti (MS),JUTI|MS
5005202,Ladário,MS,Ladário (MS),LADARIO|MS
5005251,Laguna Carapã,MS,Laguna Carapã (MS),LAGUNA CARAPA|MS
5005400,Maracaju,MS,Maracaju (MS),MARACAJU|MS
5005608,Miranda,MS,Miranda (MS),MIRANDA|MS
5005681,Mundo Novo,MS,Mundo Novo (MS),MUNDO NOVO|MS
5005707,Naviraí,MS,Naviraí (MS),NAVIRAI|MS
5005806,Nioaque,MS,Nioaque (MS),NIOAQUE|MS
5006002,Nova Alvorada do Sul,MS,Nova Alvorada do Sul (MS),NOVA ALVORADA DO SUL|MS
5006200,Nova Andradina,MS,Nova Andradina (MS),NOVA ANDRADINA|MS
5006259,Novo Horizonte do Sul,MS,Novo Horizonte do Sul (MS),NOVO HORIZONTE DO SUL|MS
5006309,Paranaíba,MS,Paranaíba (MS),PARANAIBA|MS
5006358,Paranhos,MS,Paranhos (MS),PARANHOS|MS
5006275,Paraíso das Águas,MS,Paraíso das Águas (MS),PARAISO DAS AGUAS|MS
5006408,Pedro Gomes,MS,Pedro Gomes (MS),PEDRO GOMES|MS
5006606,Ponta Porã,MS,Ponta Porã (MS),PONTA PORA|MS
5006903,Porto Murtinho,MS,Porto Murtinho (MS),PORTO MURTINHO|MS
5007109,Ribas do Rio Pardo,MS,Ribas do Rio Pardo (MS),RIBAS DO RIO PARDO|MS
5007208,Rio Brilhante,MS,Rio Brilhante (MS),RIO BRILHANTE|MS
5007307,Rio Negro,MS,Rio Negro (MS),RIO NEGRO|MS
5007406,Rio Verde de Mato Grosso,MS,Rio Verde de Mato Grosso (MS),RIO VERDE DE MATO GROSSO|MS
5007505,Rochedo,MS,Rochedo (MS),ROCHEDO|MS
5007554,Santa Rita do Pardo,MS,Santa Rita do Pardo (MS),SANTA RITA DO PARDO|MS
5007802,Selvíria,MS,Selvíria (MS),SELVIRIA|MS
5007703,Sete Quedas,MS,Sete Quedas (MS),SETE QUEDAS|MS
5007901,Sidrolândia,MS,Sidrolândia (MS),SIDROLANDIA|MS
5007935,Sonora,MS,Sonora (MS),SONORA|MS
5007695,São Gabriel do Oeste,MS,São Gabriel do Oeste (MS),SAO GABRIEL DO OESTE|MS
5007950,Tacuru,MS,Tacuru (MS),TACURU|MS
5007976,Taquarussu,MS,Taquarussu (MS),TAQUARUSSU|MS
5008008,Terenos,MS,Terenos (MS),TERENOS|MS
5008305,Três Lagoas,MS,Três Lagoas (MS),TRES LAGOAS|MS
5008404,Vicentina,MS,Vicentina (MS),VICENTINA|MS
5000203,Água Clara,MS,Água Clara (MS),AGUA CLARA|MS
5100102,Acorizal,MT,Acorizal (MT),ACORIZAL|MT
5100250,Alta Floresta,MT,Alta Floresta (MT),ALTA FLORESTA|MT
5100300,Alto Araguaia,MT,Alto Araguaia (MT),ALTO ARAGUAIA|MT
5100359,Alto Boa Vista,MT,Alto Boa Vista (MT),ALTO BOA VISTA|MT
5100409,Alto Garças,MT,Alto Garças (MT),ALTO GARCAS|MT
5100508,Alto Paraguai,MT,Alto Paraguai (MT),ALTO PARAGUAI|MT
5100607,Alto Taquari,MT,Alto Taquari (MT),ALTO TAQUARI|MT
5100805,Apiacás,MT,Apiacás (MT),APIACAS|MT
5101001,Araguaiana,MT,Araguaiana (MT),ARAGUAIANA|MT
5101209,Araguainha,MT,Araguainha (MT),ARAGUAINHA|MT
5101258,Araputanga,MT,Araputanga (MT),ARAPUTANGA|MT
5101308,Arenápolis,MT,Arenápolis (MT),ARENAPOLIS|MT
5101407,Aripuanã,MT,Aripuanã (MT),ARIPUANA|MT
5101704,Barra do Bugres,MT,Barra do Bugres (MT),BARRA DO BUGRES|MT
5101803,Barra do Garças,MT,Barra do Garças (MT),BARRA DO GARCAS|MT
5101605,Barão de Melgaço,MT,Barão de Melgaço (MT),BARAO DE MELGACO|MT
5101852,Bom Jesus do Araguaia,MT,Bom Jesus do Araguaia (MT),BOM JESUS DO ARAGUAIA|MT
5101902,Brasnorte,MT,Brasnorte (MT),BRASNORTE|MT
5102603,Campinápolis,MT,Campinápolis (MT),CAMPINAPOLIS|MT
5102637,Campo Novo do Parecis,MT,Campo Novo do Parecis (MT),CAMPO NOVO DO PARECIS|MT
5102678,Campo Verde,MT,Campo Verde (MT),CAMPO VERDE|MT
5102686,Campos de Júlio,MT,Campos de Júlio (MT),CAMPOS DE JULIO|MT
5102694,Canabrava do Norte,MT,Canabrava do Norte (MT),CANABRAVA DO NORTE|MT
5102702,Canarana,MT,Canarana (MT),CANARANA|MT
5102793,Carlinda,MT,Carlinda (MT),CARLINDA|MT
5102850,Castanheira,MT,Castanheira (MT),CASTANHEIRA|MT
5103007,Chapada dos Guimarães,MT,Chapada dos Guimarães (MT),CHAPADA DOS GUIMARAES|MT
5103056,Cláudia,MT,Cláudia (MT),CLAUDIA|MT
5103106,Cocalinho,MT,Cocalinho (MT),COCALINHO|MT
5103254,Colniza,MT,Colniza (MT),COLNIZA|MT
5103205,Colíder,MT,Colíder (MT),COLIDER|MT
5103304,Comodoro,MT,Comodoro (MT),COMODORO|MT
5103353,Confresa,MT,Confresa (MT),CONFRESA|MT
5103361,Conquista D'Oeste,MT,Conquista D'Oeste (MT),CONQUISTA DOESTE|MT
5103379,Cotriguaçu,MT,Cotriguaçu (MT),COTRIGUACU|MT
5103403,Cuiabá,MT,Cuiabá (MT),CUIABA|MT
5103437,Curvelândia,MT,Curvelândia (MT),CURVELANDIA|MT
5102504,Cáceres,MT,Cáceres (MT),CACERES|MT
5103452,Denise,MT,Denise (MT),DENISE|MT
5103502,Diamantino,MT,Diamantino (MT),DIAMANTINO|MT
5103601,Dom Aquino,MT,Dom Aquino (MT),DOM AQUINO|MT
5103700,Feliz Natal,MT,Feliz Natal (MT),FELIZ NATAL|MT
5103809,Figueirópolis D'Oeste,MT,Figueirópolis D'Oeste (MT),FIGUEIROPOLIS DOESTE|MT
5103858,Gaúcha do Norte,MT,Gaúcha do Norte (MT),GAUCHA DO NORTE|MT
5103908,General Carneiro,MT,General Carneiro (MT),GENERAL CARNEIRO|MT
5103957,Glória D'Oeste,MT,Glória D'Oeste (MT),GLORIA DOESTE|MT
5104104,Guarantã do Norte,MT,Guarantã do Norte (MT),GUARANTA DO NORTE|MT
5104203,Guiratinga,MT,Guiratinga (MT),GUIRATINGA|MT
5104500,Indiavaí,MT,Indiavaí (MT),INDIAVAI|MT
5104526,Ipiranga do Norte,MT,Ipiranga do Norte (MT),IPIRANGA DO NORTE|MT
5104542,Itanhangá,MT,Itanhangá (MT),ITANHANGA|MT
5104559,Itaúba,MT,Itaúba (MT),ITAUBA|MT
5104609,Itiquira,MT,Itiquira (MT),ITIQUIRA|MT
5104807,Jaciara,MT,Jaciara (MT),JACIARA|MT
5104906,Jangada,MT,Jangada (MT),JANGADA|MT
5105002,Jauru,MT,Jauru (MT),JAURU|MT
5105101,Juara,MT,Juara (MT),JUARA|MT
5105176,Juruena,MT,Juruena (MT),JURUENA|MT
5105200,Juscimeira,MT,Juscimeira (MT),JUSCIMEIRA|MT
5105150,Juína,MT,Juína (MT),JUINA|MT
5105234,Lambari D'Oeste,MT,Lambari D'Oeste (MT),LAMBARI DOESTE|MT
5105259,Lucas do Rio Verde,MT,Lucas do Rio Verde (MT),LUCAS DO RIO VERDE|MT
5105309,Luciara,MT,Luciara (MT),LUCIARA|MT
5105580,Marcelândia,MT,Marcelândia (MT),MARCELANDIA|MT
5105606,Matupá,MT,Matupá (MT),MATUPA|MT
5105622,Mirassol d'Oeste,MT,Mirassol d'Oeste (MT),MIRASSOL DOESTE|MT
5105903,Nobres,MT,Nobres (MT),NOBRES|MT
5106000,Nortelândia,MT,Nortelândia (MT),NORTELANDIA|MT
5106109,Nossa Senhora do Livramento,MT,Nossa Senhora do Livramento (MT),NOSSA SENHORA DO LIVRAMENTO|MT
5106158,Nova Bandeirantes,MT,Nova Bandeirantes (MT),NOVA BANDEIRANTES|MT
5106208,Nova Brasilândia,MT,Nova Brasilândia (MT),NOVA BRASILANDIA|MT
5106216,Nova Canaã do Norte,MT,Nova Canaã do Norte (MT),NOVA CANAA DO NORTE|MT
5108808,Nova Guarita,MT,Nova Guarita (MT),NOVA GUARITA|MT
5106182,Nova Lacerda,MT,Nova Lacerda (MT),NOVA LACERDA|MT
5108857,Nova Marilândia,MT,Nova Marilândia (MT),NOVA MARILANDIA|MT
5108907,Nova Maringá,MT,Nova Maringá (MT),NOVA MARINGA|MT
5108956,Nova Monte Verde,MT,Nova Monte Verde (MT),NOVA MONTE VERDE|MT
5106224,Nova Mutum,MT,Nova Mutum (MT),NOVA MUTUM|MT
5106174,Nova Nazaré,MT,Nova Nazaré (MT),NOVA NAZARE|MT
5106232,Nova Olímpia,MT,Nova Olímpia (MT),NOVA OLIMPIA|MT
5106190,Nova Santa Helena,MT,Nova Santa Helena (MT),NOVA SANTA HELENA|MT
5106240,Nova Ubiratã,MT,Nova Ubiratã (MT),NOVA UBIRATA|MT
5106257,Nova Xavantina,MT,Nova Xavantina (MT),NOVA XAVANTINA|MT
5106273,Novo Horizonte do Norte,MT,Novo Horizonte do Norte (MT),NOVO HORIZONTE DO NORTE|MT
5106265,Novo Mundo,MT,Novo Mundo (MT),NOVO MUNDO|MT
5106315,Novo Santo Antônio,MT,Novo Santo Antônio (MT),NOVO SANTO ANTONIO|MT
5106281,Novo São Joaquim,MT,Novo São Joaquim (MT),NOVO SAO JOAQUIM|MT
5106307,Paranatinga,MT,Paranatinga (MT),PARANATINGA|MT
5106299,Paranaíta,MT,Paranaíta (MT),PARANAITA|MT
5106372,Pedra Preta,MT,Pedra Preta (MT),PEDRA PRETA|MT
5106422,Peixoto de Azevedo,MT,Peixoto de Azevedo (MT),PEIXOTO DE AZEVEDO|MT
5106455,Planalto da Serra,MT,Planalto da Serra (MT),PLANALTO DA SERRA|MT
5106505,Poconé,MT,Poconé (MT),POCONE|MT
5106653,Pontal do Araguaia,MT,Pontal do Araguaia (MT),PONTAL DO ARAGUAIA|MT
5106703,Ponte Branca,MT,Ponte Branca (MT),PONTE BRANCA|MT
5106752,Pontes e Lacerda,MT,Pontes e Lacerda (MT),PONTES E LACERDA|MT
5106778,Porto Alegre do Norte,MT,Porto Alegre do Norte (MT),PORTO ALEGRE DO NORTE|MT
5106828,Porto Esperidião,MT,Porto Esperidião (MT),PORTO ESPERIDIAO|MT
5106851,Porto Estrela,MT,Porto Estrela (MT),PORTO ESTRELA|MT
5106802,Porto dos Gaúchos,MT,Porto dos Gaúchos (MT),PORTO DOS GAUCHOS|MT
5107008,Poxoréu,MT,Poxoréu (MT),POXOREU|MT
5107040,Primavera do Leste,MT,Primavera do Leste (MT),PRIMAVERA DO LESTE|MT
5107065,Querência,MT,Querência (MT),QUERENCIA|MT
5107156,Reserva do Cabaçal,MT,Reserva do Cabaçal (MT),RESERVA DO CABACAL|MT
5107180,Ribeirão Cascalheira,MT,Ribeirão Cascalheira (MT),RIBEIRAO CASCALHEIRA|MT
5107198,Ribeirãozinho,MT,Ribeirãozinho (MT),RIBEIRAOZINHO|MT
5107206,Rio Branco,MT,Rio Branco (MT),RIO BRANCO|MT
5107578,Rondolândia,MT,Rondolândia (MT),RONDOLANDIA|MT
5107602,Rondonópolis,MT,Rondonópolis (MT),RONDONOPOLIS|MT
5107701,Rosário Oeste,MT,Rosário Oeste (MT),ROSARIO OESTE|MT
5107750,Salto do Céu,MT,Salto do Céu (MT),SALTO DO CEU|MT
5107248,Santa Carmem,MT,Santa Carmem (MT),SANTA CARMEM|MT
5107743,Santa Cruz do Xingu,MT,Santa Cruz do Xingu (MT),SANTA CRUZ DO XINGU|MT
5107768,Santa Rita do Trivelato,MT,Santa Rita do Trivelato (MT),SANTA RITA DO TRIVELATO|MT
5107776,Santa Terezinha,MT,Santa Terezinha (MT),SANTA TEREZINHA|MT
5107263,Santo Afonso,MT,Santo Afonso (MT),SANTO AFONSO|MT
5107792,Santo Antônio do Leste,MT,Santo Antônio do Leste (MT),SANTO ANTONIO DO LESTE|MT
5107800,Santo Antônio do Leverger,MT,Santo Antônio do Leverger (MT),SANTO ANTONIO DO LEVERGER|MT
5107875,Sapezal,MT,Sapezal (MT),SAPEZAL|MT
5107883,Serra Nova Dourada,MT,Serra Nova Dourada (MT),SERRA NOVA DOURADA|MT
5107909,Sinop,MT,Sinop (MT),SINOP|MT
5107925,Sorriso,MT,Sorriso (MT),SORRISO|MT
5107859,São Félix do Araguaia,MT,São Félix do Araguaia (MT),SAO FELIX DO ARAGUAIA|MT
5107297,São José do Povo,MT,São José do Povo (MT),SAO JOSE DO POVO|MT
5107305,São José do Rio Claro,MT,São José do Rio Claro (MT),SAO JOSE DO RIO CLARO|MT
5107354,São José do Xingu,MT,São José do Xingu (MT),SAO JOSE DO XINGU|MT
5107107,São José dos Quatro Marcos,MT,São José dos Quatro Marcos (MT),SAO JOSE DOS QUATRO MARCOS|MT
5107404,São Pedro da Cipa,MT,São Pedro da Cipa (MT),SAO PEDRO DA CIPA|MT
5107941,Tabaporã,MT,Tabaporã (MT),TABAPORA|MT
5107958,Tangará da Serra,MT,Tangará da Serra (MT),TANGARA DA SERRA|MT
5108006,Tapurah,MT,Tapurah (MT),TAPURAH|MT
5108055,Terra Nova do Norte,MT,Terra Nova do Norte (MT),TERRA NOVA DO NORTE|MT
5108105,Tesouro,MT,Tesouro (MT),TESOURO|MT
5108204,Torixoréu,MT,Torixoréu (MT),TORIXOREU|MT
5108303,União do Sul,MT,União do Sul (MT),UNIAO DO SUL|MT
5108352,Vale de São Domingos,MT,Vale de São Domingos (MT),VALE DE SAO DOMINGOS|MT
5108501,Vera,MT,Vera (MT),VERA|MT
5105507,Vila Bela da Santíssima Trindade,MT,Vila Bela da Santíssima Trindade (MT),VILA BELA DA SANTISSIMA TRINDADE|MT
5108600,Vila Rica,MT,Vila Rica (MT),VILA RICA|MT
5108402,Várzea Grande,MT,Várzea Grande (MT),VARZEA GRANDE|MT
5100201,Água Boa,MT,Água Boa (MT),AGUA BOA|MT
4100103,Abatiá,PR,Abatiá (PR),ABATIA|PR
4100202,Adrianópolis,PR,Adrianópolis (PR),ADRIANOPOLIS|PR
4100301,Agudos do Sul,PR,Agudos do Sul (PR),AGUDOS DO SUL|PR
4100400,Almirante Tamandaré,PR,Almirante Tamandaré (PR),ALMIRANTE TAMANDARE|PR
4100459,Altamira do Paraná,PR,Altamira do Paraná (PR),ALTAMIRA DO PARANA|PR
4100608,Alto Paraná,PR,Alto Paraná (PR),ALTO PARANA|PR
4128625,Alto Paraíso,PR,Alto Paraíso (PR),ALTO PARAISO|PR
4100707,Alto Piquiri,PR,Alto Piquiri (PR),ALTO PIQUIRI|PR
4100509,Altônia,PR,Altônia (PR),ALTONIA|PR
4100806,Alvorada do Sul,PR,Alvorada do Sul (PR),ALVORADA DO SUL|PR
4100905,Amaporã,PR,Amaporã (PR),AMAPORA|PR
4101002,Ampére,PR,Ampére (PR),AMPERE|PR
4101051,Anahy,PR,Anahy (PR),ANAHY|PR
4101101,Andirá,PR,Andirá (PR),ANDIRA|PR
4101200,Antonina,PR,Antonina (PR),ANTONINA|PR
4101309,Antônio Olinto,PR,Antônio Olinto (PR),ANTONIO OLINTO|PR
4101408,Apucarana,PR,Apucarana (PR),APUCARANA|PR
4101507,Arapongas,PR,Arapongas (PR),ARAPONGAS|PR
4101606,Arapoti,PR,Arapoti (PR),ARAPOTI|PR
4101655,Arapuã,PR,Arapuã (PR),ARAPUA|PR
4101705,Araruna,PR,Araruna (PR),ARARUNA|PR
4101804,Araucária,PR,Araucária (PR),ARAUCARIA|PR
4101853,Ariranha do Ivaí,PR,Ariranha do Ivaí (PR),ARIRANHA DO IVAI|PR
4101903,Assaí,PR,Assaí (PR),ASSAI|PR
4102000,Assis Chateaubriand,PR,Assis Chateaubriand (PR),ASSIS CHATEAUBRIAND|PR
4102109,Astorga,PR,Astorga (PR),ASTORGA|PR
4102208,Atalaia,PR,Atalaia (PR),ATALAIA|PR
4102307,Balsa Nova,PR,Balsa Nova (PR),BALSA NOVA|PR
4102406,Bandeirantes,PR,Bandeirantes (PR),BANDEIRANTES|PR
4102505,Barbosa Ferraz,PR,Barbosa Ferraz (PR),BARBOSA FERRAZ|PR
4102703,Barra do Jacaré,PR,Barra do Jacaré (PR),BARRA DO JACARE|PR
4102604,Barracão,PR,Barracão (PR),BARRACAO|PR
4102752,Bela Vista da Caroba,PR,Bela Vista da Caroba (PR),BELA VISTA DA CAROBA|PR
4102802,Bela Vista do Paraíso,PR,Bela Vista do Paraíso (PR),BELA VISTA DO PARAISO|PR
4102901,Bituruna,PR,Bituruna (PR),BITURUNA|PR
4103008,Boa Esperança,PR,Boa Esperança (PR),BOA ESPERANCA|PR
4103024,Boa Esperança do Iguaçu,PR,Boa Esperança do Iguaçu (PR),BOA ESPERANCA DO IGUACU|PR
4103040,Boa Ventura de São Roque,PR,Boa Ventura de São Roque (PR),BOA VENTURA DE SAO ROQUE|PR
4103057,Boa Vista da Aparecida,PR,Boa Vista da Aparecida (PR),BOA VISTA DA APARECIDA|PR
4103107,Bocaiúva do Sul,PR,Bocaiúva do Sul (PR),BOCAIUVA DO SUL|PR
4103156,Bom Jesus do Sul,PR,Bom Jesus do Sul (PR),BOM JESUS DO SUL|PR
4103206,Bom Sucesso,PR,Bom Sucesso (PR),BOM SUCESSO|PR
4103222,Bom Sucesso do Sul,PR,Bom Sucesso do Sul (PR),BOM SUCESSO DO SUL|PR
4103305,Borrazópolis,PR,Borrazópolis (PR),BORRAZOPOLIS|PR
4103354,Braganey,PR,Braganey (PR),BRAGANEY|PR
4103370,Brasilândia do Sul,PR,Brasilândia do Sul (PR),BRASILANDIA DO SUL|PR
4103404,Cafeara,PR,Cafeara (PR),CAFEARA|PR
4103453,Cafelândia,PR,Cafelândia (PR),CAFELANDIA|PR
4103479,Cafezal do Sul,PR,Cafezal do Sul (PR),CAFEZAL DO SUL|PR
4103503,Califórnia,PR,Califórnia (PR),CALIFORNIA|PR
4103602,Cambará,PR,Cambará (PR),CAMBARA|PR
4103800,Cambira,PR,Cambira (PR),CAMBIRA|PR
4103701,Cambé,PR,Cambé (PR),CAMBE|PR
4104006,Campina Grande do Sul,PR,Campina Grande do Sul (PR),CAMPINA GRANDE DO SUL|PR
4103909,Campina da Lagoa,PR,Campina da Lagoa (PR),CAMPINA DA LAGOA|PR
4103958,Campina do Simão,PR,Campina do Simão (PR),CAMPINA DO SIMAO|PR
4104055,Campo Bonito,PR,Campo Bonito (PR),CAMPO BONITO|PR
4104204,Campo Largo,PR,Campo Largo (PR),CAMPO LARGO|PR
4104253,Campo Magro,PR,Campo Magro (PR),CAMPO MAGRO|PR
4104303,Campo Mourão,PR,Campo Mourão (PR),CAMPO MOURAO|PR
4104105,Campo do Tenente,PR,Campo do Tenente (PR),CAMPO DO TENENTE|PR
4104428,Candói,PR,Candói (PR),CANDOI|PR
4104451,Cantagalo,PR,Cantagalo (PR),CANTAGALO|PR
4104501,Capanema,PR,Capanema (PR),CAPANEMA|PR
4104600,Capitão Leônidas Marques,PR,Capitão Leônidas Marques (PR),CAPITAO LEONIDAS MARQUES|PR
4104659,Carambeí,PR,Carambeí (PR),CARAMBEI|PR
4104709,Carlópolis,PR,Carlópolis (PR),CARLOPOLIS|PR
4104808,Cascavel,PR,Cascavel (PR),CASCAVEL|PR
4104907,Castro,PR,Castro (PR),CASTRO|PR
4105003,Catanduvas,PR,Catanduvas (PR),CATANDUVAS|PR
4105102,Centenário do Sul,PR,Centenário do Sul (PR),CENTENARIO DO SUL|PR
4105201,Cerro Azul,PR,Cerro Azul (PR),CERRO AZUL|PR
4105409,Chopinzinho,PR,Chopinzinho (PR),CHOPINZINHO|PR
4105508,Cianorte,PR,Cianorte (PR),CIANORTE|PR
4105607,Cidade Gaúcha,PR,Cidade Gaúcha (PR),CIDADE GAUCHA|PR
4105706,Clevelândia,PR,Clevelândia (PR),CLEVELANDIA|PR
4105805,Colombo,PR,Colombo (PR),COLOMBO|PR
4105904,Colorado,PR,Colorado (PR),COLORADO|PR
4106001,Congonhinhas,PR,Congonhinhas (PR),CONGONHINHAS|PR
4106100,Conselheiro Mairinck,PR,Conselheiro Mairinck (PR),CONSELHEIRO MAIRINCK|PR
4106209,Contenda,PR,Contenda (PR),CONTENDA|PR
4106308,Corbélia,PR,Corbélia (PR),CORBELIA|PR
4106407,Cornélio Procópio,PR,Cornélio Procópio (PR),CORNELIO PROCOPIO|PR
4106456,Coronel Domingos Soares,PR,Coronel Domingos Soares (PR),CORONEL DOMINGOS SOARES|PR
4106506,Coronel Vivida,PR,Coronel Vivida (PR),CORONEL VIVIDA|PR
4106555,Corumbataí do Sul,PR,Corumbataí do Sul (PR),CORUMBATAI DO SUL|PR
4106803,Cruz Machado,PR,Cruz Machado (PR),CRUZ MACHADO|PR
4106571,Cruzeiro do Iguaçu,PR,Cruzeiro do Iguaçu (PR),CRUZEIRO DO IGUACU|PR
4106605,Cruzeiro do Oeste,PR,Cruzeiro do Oeste (PR),CRUZEIRO DO OESTE|PR
4106704,Cruzeiro do Sul,PR,Cruzeiro do Sul (PR),CRUZEIRO DO SUL|PR
4106852,Cruzmaltina,PR,Cruzmaltina (PR),CRUZMALTINA|PR
4106902,Curitiba,PR,Curitiba (PR),CURITIBA|PR
4107009,Curiúva,PR,Curiúva (PR),CURIUVA|PR
4104402,Cândido de Abreu,PR,Cândido de Abreu (PR),CANDIDO DE ABREU|PR
4105300,Céu Azul,PR,Céu Azul (PR),CEU AZUL|PR
4107157,Diamante D'Oeste,PR,Diamante D'Oeste (PR),DIAMANTE DOESTE|PR
4107108,Diamante do Norte,PR,Diamante do Norte (PR),DIAMANTE DO NORTE|PR
4107124,Diamante do Sul,PR,Diamante do Sul (PR),DIAMANTE DO SUL|PR
4107207,Dois Vizinhos,PR,Dois Vizinhos (PR),DOIS VIZINHOS|PR
4107256,Douradina,PR,Douradina (PR),DOURADINA|PR
4107306,Doutor Camargo,PR,Doutor Camargo (PR),DOUTOR CAMARGO|PR
4128633,Doutor Ulysses,PR,Doutor Ulysses (PR),DOUTOR ULYSSES|PR
