geocode,municipio,uf,cidade_uf_seeg,muni_key
5200050,Abadia de Goiás,GO,Abadia de Goiás (GO),ABADIA DE GOIAS|GO
5200100,Abadiânia,GO,Abadiânia (GO),ABADIANIA|GO
5200134,Acreúna,GO,Acreúna (GO),ACREUNA|GO
5200159,Adelândia,GO,Adelândia (GO),ADELANDIA|GO
5200308,Alexânia,GO,Alexânia (GO),ALEXANIA|GO
5200506,Aloândia,GO,Aloândia (GO),ALOANDIA|GO
5200555,Alto Horizonte,GO,Alto Horizonte (GO),ALTO HORIZONTE|GO
5200605,Alto Paraíso de Goiás,GO,Alto Paraíso de Goiás (GO),ALTO PARAISO DE GOIAS|GO
5200803,Alvorada do Norte,GO,Alvorada do Norte (GO),ALVORADA DO NORTE|GO
5200829,Amaralina,GO,Amaralina (GO),AMARALINA|GO
5200852,Americano do Brasil,GO,Americano do Brasil (GO),AMERICANO DO BRASIL|GO
5200902,Amorinópolis,GO,Amorinópolis (GO),AMORINOPOLIS|GO
5201207,Anhanguera,GO,Anhanguera (GO),ANHANGUERA|GO
5201306,Anicuns,GO,Anicuns (GO),ANICUNS|GO
5201108,Anápolis,GO,Anápolis (GO),ANAPOLIS|GO
5201405,Aparecida de Goiânia,GO,Aparecida de Goiânia (GO),APARECIDA DE GOIANIA|GO
5201454,Aparecida do Rio Doce,GO,Aparecida do Rio Doce (GO),APARECIDA DO RIO DOCE|GO
5201504,Aporé,GO,Aporé (GO),APORE|GO
5201702,Aragarças,GO,Aragarças (GO),ARAGARCAS|GO
5201801,Aragoiânia,GO,Aragoiânia (GO),ARAGOIANIA|GO
5202155,Araguapaz,GO,Araguapaz (GO),ARAGUAPAZ|GO
5201603,Araçu,GO,Araçu (GO),ARACU|GO
5202353,Arenópolis,GO,Arenópolis (GO),ARENOPOLIS|GO
5202502,Aruanã,GO,Aruanã (GO),ARUANA|GO
5202601,Aurilândia,GO,Aurilândia (GO),AURILANDIA|GO
5202809,Avelinópolis,GO,Avelinópolis (GO),AVELINOPOLIS|GO
5203104,Baliza,GO,Baliza (GO),BALIZA|GO
5203203,Barro Alto,GO,Barro Alto (GO),BARRO ALTO|GO
5203302,Bela Vista de Goiás,GO,Bela Vista de Goiás (GO),BELA VISTA DE GOIAS|GO
5203401,Bom Jardim de Goiás,GO,Bom Jardim de Goiás (GO),BOM JARDIM DE GOIAS|GO
5203500,Bom Jesus de Goiás,GO,Bom Jesus de Goiás (GO),BOM JESUS DE GOIAS|GO
5203559,Bonfinópolis,GO,Bonfinópolis (GO),BONFINOPOLIS|GO
5203575,Bonópolis,GO,Bonópolis (GO),BONOPOLIS|GO
5203609,Brazabrantes,GO,Brazabrantes (GO),BRAZABRANTES|GO
5203807,Britânia,GO,Britânia (GO),BRITANIA|GO
5203906,Buriti Alegre,GO,Buriti Alegre (GO),BURITI ALEGRE|GO
5203939,Buriti de Goiás,GO,Buriti de Goiás (GO),BURITI DE GOIAS|GO
5203962,Buritinópolis,GO,Buritinópolis (GO),BURITINOPOLIS|GO
5204003,Cabeceiras,GO,Cabeceiras (GO),CABECEIRAS|GO
5204102,Cachoeira Alta,GO,Cachoeira Alta (GO),CACHOEIRA ALTA|GO
5204250,Cachoeira Dourada,GO,Cachoeira Dourada (GO),CACHOEIRA DOURADA|GO
5204201,Cachoeira de Goiás,GO,Cachoeira de Goiás (GO),CACHOEIRA DE GOIAS|GO
5204409,Caiapônia,GO,Caiapônia (GO),CAIAPONIA|GO
5204508,Caldas Novas,GO,Caldas Novas (GO),CALDAS NOVAS|GO
5204557,Caldazinha,GO,Caldazinha (GO),CALDAZINHA|GO
5204607,Campestre de Goiás,GO,Campestre de Goiás (GO),CAMPESTRE DE GOIAS|GO
5204656,Campinaçu,GO,Campinaçu (GO),CAMPINACU|GO
5204706,Campinorte,GO,Campinorte (GO),CAMPINORTE|GO
5204805,Campo Alegre de Goiás,GO,Campo Alegre de Goiás (GO),CAMPO ALEGRE DE GOIAS|GO
5204854,Campo Limpo de Goiás,GO,Campo Limpo de Goiás (GO),CAMPO LIMPO DE GOIAS|GO
5204904,Campos Belos,GO,Campos Belos (GO),CAMPOS BELOS|GO
5204953,Campos Verdes,GO,Campos Verdes (GO),CAMPOS VERDES|GO
5205000,Carmo do Rio Verde,GO,Carmo do Rio Verde (GO),CARMO DO RIO VERDE|GO
5205059,Castelândia,GO,Castelândia (GO),CASTELANDIA|GO
5205109,Catalão,GO,Catalão (GO),CATALAO|GO
5205208,Caturaí,GO,Caturaí (GO),CATURAI|GO
5205307,Cavalcante,GO,Cavalcante (GO),CAVALCANTE|GO
5204300,Caçu,GO,Caçu (GO),CACU|GO
5205406,Ceres,GO,Ceres (GO),CERES|GO
5205455,Cezarina,GO,Cezarina (GO),CEZARINA|GO
5205471,Chapadão do Céu,GO,Chapadão do Céu (GO),CHAPADAO DO CEU|GO
5205497,Cidade Ocidental,GO,Cidade Ocidental (GO),CIDADE OCIDENTAL|GO
5205513,Cocalzinho de Goiás,GO,Cocalzinho de Goiás (GO),COCALZINHO DE GOIAS|GO
5205521,Colinas do Sul,GO,Colinas do Sul (GO),COLINAS DO SUL|GO
5205901,Corumbaíba,GO,Corumbaíba (GO),CORUMBAIBA|GO
5205802,Corumbá de Goiás,GO,Corumbá de Goiás (GO),CORUMBA DE GOIAS|GO
5206206,Cristalina,GO,Cristalina (GO),CRISTALINA|GO
5206305,Cristianópolis,GO,Cristianópolis (GO),CRISTIANOPOLIS|GO
5206404,Crixás,GO,Crixás (GO),CRIXAS|GO
5206503,Cromínia,GO,Cromínia (GO),CROMINIA|GO
5206602,Cumari,GO,Cumari (GO),CUMARI|GO
5205703,Córrego do Ouro,GO,Córrego do Ouro (GO),CORREGO DO OURO|GO
5206701,Damianópolis,GO,Damianópolis (GO),DAMIANOPOLIS|GO
5206800,Damolândia,GO,Damolândia (GO),DAMOLANDIA|GO
5206909,Davinópolis,GO,Davinópolis (GO),DAVINOPOLIS|GO
5207105,Diorama,GO,Diorama (GO),DIORAMA|GO
5208301,Divinópolis de Goiás,GO,Divinópolis de Goiás (GO),DIVINOPOLIS DE GOIAS|GO
5207253,Doverlândia,GO,Doverlândia (GO),DOVERLANDIA|GO
5207352,Edealina,GO,Edealina (GO),EDEALINA|GO
5207402,Edéia,GO,Edéia (GO),EDEIA|GO
5207501,Estrela do Norte,GO,Estrela do Norte (GO),ESTRELA DO NORTE|GO
5207535,Faina,GO,Faina (GO),FAINA|GO
5207600,Fazenda Nova,GO,Fazenda Nova (GO),FAZENDA NOVA|GO
5207808,Firminópolis,GO,Firminópolis (GO),FIRMINOPOLIS|GO
5207907,Flores de Goiás,GO,Flores de Goiás (GO),FLORES DE GOIAS|GO
5208004,Formosa,GO,Formosa (GO),FORMOSA|GO
5208103,Formoso,GO,Formoso (GO),FORMOSO|GO
5208152,Gameleira de Goiás,GO,Gameleira de Goiás (GO),GAMELEIRA DE GOIAS|GO
5208509,Goiandira,GO,Goiandira (GO),GOIANDIRA|GO
5208806,Goianira,GO,Goianira (GO),GOIANIRA|GO
5208400,Goianápolis,GO,Goianápolis (GO),GOIANAPOLIS|GO
5208608,Goianésia,GO,Goianésia (GO),GOIANESIA|GO
5209101,Goiatuba,GO,Goiatuba (GO),GOIATUBA|GO
5208905,Goiás,GO,Goiás (GO),GOIAS|GO
5208707,Goiânia,GO,Goiânia (GO),GOIANIA|GO
5209150,Gouvelândia,GO,Gouvelândia (GO),GOUVELANDIA|GO
5209200,Guapó,GO,Guapó (GO),GUAPO|GO
5209408,Guarani de Goiás,GO,Guarani de Goiás (GO),GUARANI DE GOIAS|GO
5209291,Guaraíta,GO,Guaraíta (GO),GUARAITA|GO
5209457,Guarinos,GO,Guarinos (GO),GUARINOS|GO
5209606,Heitoraí,GO,Heitoraí (GO),HEITORAI|GO
5209804,Hidrolina,GO,Hidrolina (GO),HIDROLINA|GO
5209705,Hidrolândia,GO,Hidrolândia (GO),HIDROLANDIA|GO
5209903,Iaciara,GO,Iaciara (GO),IACIARA|GO
5209937,Inaciolândia,GO,Inaciolândia (GO),INACIOLANDIA|GO
5209952,Indiara,GO,Indiara (GO),INDIARA|GO
5210000,Inhumas,GO,Inhumas (GO),INHUMAS|GO
5210109,Ipameri,GO,Ipameri (GO),IPAMERI|GO
5210158,Ipiranga de Goiás,GO,Ipiranga de Goiás (GO),IPIRANGA DE GOIAS|GO
5210208,Iporá,GO,Iporá (GO),IPORA|GO
5210307,Israelândia,GO,Israelândia (GO),ISRAELANDIA|GO
5210406,Itaberaí,GO,Itaberaí (GO),ITABERAI|GO
5210562,Itaguari,GO,Itaguari (GO),ITAGUARI|GO
5210604,Itaguaru,GO,Itaguaru (GO),ITAGUARU|GO
5210802,Itajá,GO,Itajá (GO),ITAJA|GO
5210901,Itapaci,GO,Itapaci (GO),ITAPACI|GO
5211008,Itapirapuã,GO,Itapirapuã (GO),ITAPIRAPUA|GO
5211206,Itapuranga,GO,Itapuranga (GO),ITAPURANGA|GO
5211305,Itarumã,GO,Itarumã (GO),ITARUMA|GO
5211404,Itauçu,GO,Itauçu (GO),ITAUCU|GO
5211503,Itumbiara,GO,Itumbiara (GO),ITUMBIARA|GO
5211602,Ivolândia,GO,Ivolândia (GO),IVOLANDIA|GO
5211701,Jandaia,GO,Jandaia (GO),JANDAIA|GO
5211800,Jaraguá,GO,Jaraguá (GO),JARAGUA|GO
5211909,Jataí,GO,Jataí (GO),JATAI|GO
5212006,Jaupaci,GO,Jaupaci (GO),JAUPACI|GO
5212055,Jesúpolis,GO,Jesúpolis (GO),JESUPOLIS|GO
5212105,Joviânia,GO,Joviânia (GO),JOVIANIA|GO
5212204,Jussara,GO,Jussara (GO),JUSSARA|GO
5212253,Lagoa Santa,GO,Lagoa Santa (GO),LAGOA SANTA|GO
5212303,Leopoldo de Bulhões,GO,Leopoldo de Bulhões (GO),LEOPOLDO DE BULHOES|GO
5212501,Luziânia,GO,Luziânia (GO),LUZIANIA|GO
5212600,Mairipotaba,GO,Mairipotaba (GO),MAIRIPOTABA|GO
5212709,Mambaí,GO,Mambaí (GO),MAMBAI|GO
5212808,Mara Rosa,GO,Mara Rosa (GO),MARA ROSA|GO
5212907,Marzagão,GO,Marzagão (GO),MARZAGAO|GO
5212956,Matrinchã,GO,Matrinchã (GO),MATRINCHA|GO
5213004,Maurilândia,GO,Maurilândia (GO),MAURILANDIA|GO
5213053,Mimoso de Goiás,GO,Mimoso de Goiás (GO),MIMOSO DE GOIAS|GO
5213087,Minaçu,GO,Minaçu (GO),MINACU|GO
5213103,Mineiros,GO,Mineiros (GO),MINEIROS|GO
5213400,Moiporá,GO,Moiporá (GO),MOIPORA|GO
5213509,Monte Alegre de Goiás,GO,Monte Alegre de Goiás (GO),MONTE ALEGRE DE GOIAS|GO
5213707,Montes Claros de Goiás,GO,Montes Claros de Goiás (GO),MONTES CLAROS DE GOIAS|GO
5213756,Montividiu,GO,Montividiu (GO),MONTIVIDIU|GO
5213772,Montividiu do Norte,GO,Montividiu do Norte (GO),MONTIVIDIU DO NORTE|GO
5213806,Morrinhos,GO,Morrinhos (GO),MORRINHOS|GO
5213855,Morro Agudo de Goiás,GO,Morro Agudo de Goiás (GO),MORRO AGUDO DE GOIAS|GO
5213905,Mossâmedes,GO,Mossâmedes (GO),MOSSAMEDES|GO
5214002,Mozarlândia,GO,Mozarlândia (GO),MOZARLANDIA|GO
5214051,Mundo Novo,GO,Mundo Novo (GO),MUNDO NOVO|GO
5214101,Mutunópolis,GO,Mutunópolis (GO),MUTUNOPOLIS|GO
5214408,Nazário,GO,Nazário (GO),NAZARIO|GO
5214507,Nerópolis,GO,Nerópolis (GO),NEROPOLIS|GO
5214606,Niquelândia,GO,Niquelândia (GO),NIQUELANDIA|GO
5214705,Nova América,GO,Nova América (GO),NOVA AMERICA|GO
5214804,Nova Aurora,GO,Nova Aurora (GO),NOVA AURORA|GO
5214838,Nova Crixás,GO,Nova Crixás (GO),NOVA CRIXAS|GO
5214861,Nova Glória,GO,Nova Glória (GO),NOVA GLORIA|GO
5214879,Nova Iguaçu de Goiás,GO,Nova Iguaçu de Goiás (GO),NOVA IGUACU DE GOIAS|GO
5214903,Nova Roma,GO,Nova Roma (GO),NOVA ROMA|GO
5215009,Nova Veneza,GO,Nova Veneza (GO),NOVA VENEZA|GO
5215207,Novo Brasil,GO,Novo Brasil (GO),NOVO BRASIL|GO
5215231,Novo Gama,GO,Novo Gama (GO),NOVO GAMA|GO
5215256,Novo Planalto,GO,Novo Planalto (GO),NOVO PLANALTO|GO
5215306,Orizona,GO,Orizona (GO),ORIZONA|GO
5215405,Ouro Verde de Goiás,GO,Ouro Verde de Goiás (GO),OURO VERDE DE GOIAS|GO
5215504,Ouvidor,GO,Ouvidor (GO),OUVIDOR|GO
5215603,Padre Bernardo,GO,Padre Bernardo (GO),PADRE BERNARDO|GO
5215652,Palestina de Goiás,GO,Palestina de Goiás (GO),PALESTINA DE GOIAS|GO
5215702,Palmeiras de Goiás,GO,Palmeiras de Goiás (GO),PALMEIRAS DE GOIAS|GO
5215801,Palmelo,GO,Palmelo (GO),PALMELO|GO
5215900,Palminópolis,GO,Palminópolis (GO),PALMINOPOLIS|GO
5216007,Panamá,GO,Panamá (GO),PANAMA|GO
5216304,Paranaiguara,GO,Paranaiguara (GO),PARANAIGUARA|GO
5216403,Paraúna,GO,Paraúna (GO),PARAUNA|GO
5216452,Perolândia,GO,Perolândia (GO),PEROLANDIA|GO
5216809,Petrolina de Goiás,GO,Petrolina de Goiás (GO),PETROLINA DE GOIAS|GO
5216908,Pilar de Goiás,GO,Pilar de Goiás (GO),PILAR DE GOIAS|GO
5217104,Piracanjuba,GO,Piracanjuba (GO),PIRACANJUBA|GO
5217203,Piranhas,GO,Piranhas (GO),PIRANHAS|GO
5217302,Pirenópolis,GO,Pirenópolis (GO),PIRENOPOLIS|GO
5217401,Pires do Rio,GO,Pires do Rio (GO),PIRES DO RIO|GO
5217609,Planaltina,GO,Planaltina (GO),PLANALTINA|GO
5217708,Pontalina,GO,Pontalina (GO),PONTALINA|GO
5218003,Porangatu,GO,Porangatu (GO),PORANGATU|GO
5218052,Porteirão,GO,Porteirão (GO),PORTEIRAO|GO
5218102,Portelândia,GO,Portelândia (GO),PORTELANDIA|GO
5218300,Posse,GO,Posse (GO),POSSE|GO
5218391,Professor Jamil,GO,Professor Jamil (GO),PROFESSOR JAMIL|GO
5218508,Quirinópolis,GO,Quirinópolis (GO),QUIRINOPOLIS|GO
5218607,Rialma,GO,Rialma (GO),RIALMA|GO
5218706,Rianápolis,GO,Rianápolis (GO),RIANAPOLIS|GO
5218789,Rio Quente,GO,Rio Quente (GO),RIO QUENTE|GO
5218805,Rio Verde,GO,Rio Verde (GO),RIO VERDE|GO
5218904,Rubiataba,GO,Rubiataba (GO),RUBIATABA|GO
5219001,Sanclerlândia,GO,Sanclerlândia (GO),SANCLERLANDIA|GO
5219100,Santa Bárbara de Goiás,GO,Santa Bárbara de Goiás (GO),SANTA BARBARA DE GOIAS|GO
5219209,Santa Cruz de Goiás,GO,Santa Cruz de Goiás (GO),SANTA CRUZ DE GOIAS|GO
5219258,Santa Fé de Goiás,GO,Santa Fé de Goiás (GO),SANTA FE DE GOIAS|GO
5219308,Santa Helena de Goiás,GO,Santa Helena de Goiás (GO),SANTA HELENA DE GOIAS|GO
5219357,Santa Isabel,GO,Santa Isabel (GO),SANTA ISABEL|GO
5219407,Santa Rita do Araguaia,GO,Santa Rita do Araguaia (GO),SANTA RITA DO ARAGUAIA|GO
5219456,Santa Rita do Novo Destino,GO,Santa Rita do Novo Destino (GO),SANTA RITA DO NOVO DESTINO|GO
5219506,Santa Rosa de Goiás,GO,Santa Rosa de Goiás (GO),SANTA ROSA DE GOIAS|GO
5219605,Santa Tereza de Goiás,GO,Santa Tereza de Goiás (GO),SANTA TEREZA DE GOIAS|GO
5219704,Santa Terezinha de Goiás,GO,Santa Terezinha de Goiás (GO),SANTA TEREZINHA DE GOIAS|GO
5219712,Santo Antônio da Barra,GO,Santo Antônio da Barra (GO),SANTO ANTONIO DA BARRA|GO
5219738,Santo Antônio de Goiás,GO,Santo Antônio de Goiás (GO),SANTO ANTONIO DE GOIAS|GO
5219753,Santo Antônio do Descoberto,GO,Santo Antônio do Descoberto (GO),SANTO ANTONIO DO DESCOBERTO|GO
5220454,Senador Canedo,GO,Senador Canedo (GO),SENADOR CANEDO|GO
5220504,Serranópolis,GO,Serranópolis (GO),SERRANOPOLIS|GO
5220603,Silvânia,GO,Silvânia (GO),SILVANIA|GO
5220686,Simolândia,GO,Simolândia (GO),SIMOLANDIA|GO
5219803,São Domingos,GO,São Domingos (GO),SAO DOMINGOS|GO
5219902,São Francisco de Goiás,GO,São Francisco de Goiás (GO),SAO FRANCISCO DE GOIAS|GO
5220009,São João d'Aliança,GO,São João d'Aliança (GO),SAO JOAO DALIANCA|GO
5220058,São João da Paraúna,GO,São João da Paraúna (GO),SAO JOAO DA PARAUNA|GO
5220157,São Luiz do Norte,GO,São Luiz do Norte (GO),SAO LUIZ DO NORTE|GO
5220108,São Luís de Montes Belos,GO,São Luís de Montes Belos (GO),SAO LUIS DE MONTES BELOS|GO
5220207,São Miguel do Araguaia,GO,São Miguel do Araguaia (GO),SAO MIGUEL DO ARAGUAIA|GO
5220264,São Miguel do Passa Quatro,GO,São Miguel do Passa Quatro (GO),SAO MIGUEL DO PASSA QUATRO|GO
5220280,São Patrício,GO,São Patrício (GO),SAO PATRICIO|GO
5220405,São Simão,GO,São Simão (GO),SAO SIMAO|GO
5220702,Sítio d'Abadia,GO,Sítio d'Abadia (GO),SITIO DABADIA|GO
5221007,Taquaral de Goiás,GO,Taquaral de Goiás (GO),TAQUARAL DE GOIAS|GO
5221080,Teresina de Goiás,GO,Teresina de Goiás (GO),TERESINA DE GOIAS|GO
5221197,Terezópolis de Goiás,GO,Terezópolis de Goiás (GO),TEREZOPOLIS DE GOIAS|GO
5221403,Trindade,GO,Trindade (GO),TRINDADE|GO
5221452,Trombas,GO,Trombas (GO),TROMBAS|GO
5221304,Três Ranchos,GO,Três Ranchos (GO),TRES RANCHOS|GO
5221551,Turvelândia,GO,Turvelândia (GO),TURVELANDIA|GO
5221502,Turvânia,GO,Turvânia (GO),TURVANIA|GO
5221577,Uirapuru,GO,Uirapuru (GO),UIRAPURU|GO
5221700,Uruana,GO,Uruana (GO),URUANA|GO
5221601,Uruaçu,GO,Uruaçu (GO),URUACU|GO
5221809,Urutaí,GO,Urutaí (GO),URUTAI|GO
5221858,Valparaíso de Goiás,GO,Valparaíso de Goiás (GO),VALPARAISO DE GOIAS|GO
5221908,Varjão,GO,Varjão (GO),VARJAO|GO
5222005,Vianópolis,GO,Vianópolis (GO),VIANOPOLIS|GO
5222054,Vicentinópolis,GO,Vicentinópolis (GO),VICENTINOPOLIS|GO
5222203,Vila Boa,GO,Vila Boa (GO),VILA BOA|GO
5222302,Vila Propício,GO,Vila Propício (GO),VILA PROPICIO|GO
5200175,Água Fria de Goiás,GO,Água Fria de Goiás (GO),AGUA FRIA DE GOIAS|GO
5200209,Água Limpa,GO,Água Limpa (GO),AGUA LIMPA|GO
5200258,Águas Lindas de Goiás,GO,Águas Lindas de Goiás (GO),AGUAS LINDAS DE GOIAS|GO
3100104,Abadia dos Dourados,MG,Abadia dos Dourados (MG),ABADIA DOS DOURADOS|MG
3100203,Abaeté,MG,Abaeté (MG),ABAETE|MG
3100302,Abre Campo,MG,Abre Campo (MG),ABRE CAMPO|MG
3100401,Acaiaca,MG,Acaiaca (MG),ACAIACA|MG
3100807,Aguanil,MG,Aguanil (MG),AGUANIL|MG
3101102,Aimorés,MG,Aimorés (MG),AIMORES|MG
3101201,Aiuruoca,MG,Aiuruoca (MG),AIURUOCA|MG
3101300,Alagoa,MG,Alagoa (MG),ALAGOA|MG
3101409,Albertina,MG,Albertina (MG),ALBERTINA|MG
3101607,Alfenas,MG,Alfenas (MG),ALFENAS|MG
3101631,Alfredo Vasconcelos,MG,Alfredo Vasconcelos (MG),ALFREDO VASCONCELOS|MG
3101706,Almenara,MG,Almenara (MG),ALMENARA|MG
3101805,Alpercata,MG,Alpercata (MG),ALPERCATA|MG
3101904,Alpinópolis,MG,Alpinópolis (MG),ALPINOPOLIS|MG
3102001,Alterosa,MG,Alterosa (MG),ALTEROSA|MG
3102050,Alto Caparaó,MG,Alto Caparaó (MG),ALTO CAPARAO|MG
3153509,Alto Jequitibá,MG,Alto Jequitibá (MG),ALTO JEQUITIBA|MG
3102100,Alto Rio Doce,MG,Alto Rio Doce (MG),ALTO RIO DOCE|MG
3102209,Alvarenga,MG,Alvarenga (MG),ALVARENGA|MG
3102308,Alvinópolis,MG,Alvinópolis (MG),ALVINOPOLIS|MG
3102407,Alvorada de Minas,MG,Alvorada de Minas (MG),ALVORADA DE MINAS|MG
3101508,Além Paraíba,MG,Além Paraíba (MG),ALEM PARAIBA|MG
3102506,Amparo do Serra,MG,Amparo do Serra (MG),AMPARO DO SERRA|MG
3102605,Andradas,MG,Andradas (MG),ANDRADAS|MG
3102803,Andrelândia,MG,Andrelândia (MG),ANDRELANDIA|MG
3102852,Angelândia,MG,Angelândia (MG),ANGELANDIA|MG
3102902,Antônio Carlos,MG,Antônio Carlos (MG),ANTONIO CARLOS|MG
3103009,Antônio Dias,MG,Antônio Dias (MG),ANTONIO DIAS|MG
3103108,Antônio Prado de Minas,MG,Antônio Prado de Minas (MG),ANTONIO PRADO DE MINAS|MG
3103306,Aracitaba,MG,Aracitaba (MG),ARACITABA|MG
3103504,Araguari,MG,Araguari (MG),ARAGUARI|MG
3103603,Arantina,MG,Arantina (MG),ARANTINA|MG
3103702,Araponga,MG,Araponga (MG),ARAPONGA|MG
3103751,Araporã,MG,Araporã (MG),ARAPORA|MG
3103801,Arapuá,MG,Arapuá (MG),ARAPUA|MG
3104007,Araxá,MG,Araxá (MG),ARAXA|MG
3103207,Araçaí,MG,Araçaí (MG),ARACAI|MG
3103405,Araçuaí,MG,Araçuaí (MG),ARACUAI|MG
3103900,Araújos,MG,Araújos (MG),ARAUJOS|MG
3104106,Arceburgo,MG,Arceburgo (MG),ARCEBURGO|MG
3104205,Arcos,MG,Arcos (MG),ARCOS|MG
3104304,Areado,MG,Areado (MG),AREADO|MG
3104403,Argirita,MG,Argirita (MG),ARGIRITA|MG
3104452,Aricanduva,MG,Aricanduva (MG),ARICANDUVA|MG
3104502,Arinos,MG,Arinos (MG),ARINOS|MG
3104601,Astolfo Dutra,MG,Astolfo Dutra (MG),ASTOLFO DUTRA|MG
3104700,Ataléia,MG,Ataléia (MG),ATALEIA|MG
3104809,Augusto de Lima,MG,Augusto de Lima (MG),AUGUSTO DE LIMA|MG
3100500,Açucena,MG,Açucena (MG),ACUCENA|MG
3104908,Baependi,MG,Baependi (MG),BAEPENDI|MG
3105004,Baldim,MG,Baldim (MG),BALDIM|MG
3105103,Bambuí,MG,Bambuí (MG),BAMBUI|MG
3105202,Bandeira,MG,Bandeira (MG),BANDEIRA|MG
3105301,Bandeira do Sul,MG,Bandeira do Sul (MG),BANDEIRA DO SUL|MG
3105608,Barbacena,MG,Barbacena (MG),BARBACENA|MG
3105707,Barra Longa,MG,Barra Longa (MG),BARRA LONGA|MG
3105905,Barroso,MG,Barroso (MG),BARROSO|MG
3105400,Barão de Cocais,MG,Barão de Cocais (MG),BARAO DE COCAIS|MG
3105509,Barão de Monte Alto,MG,Barão de Monte Alto (MG),BARAO DE MONTE ALTO|MG
3106002,Bela Vista de Minas,MG,Bela Vista de Minas (MG),BELA VISTA DE MINAS|MG
3106101,Belmiro Braga,MG,Belmiro Braga (MG),BELMIRO BRAGA|MG
3106200,Belo Horizonte,MG,Belo Horizonte (MG),BELO HORIZONTE|MG
3106309,Belo Oriente,MG,Belo Oriente (MG),BELO ORIENTE|MG
3106408,Belo Vale,MG,Belo Vale (MG),BELO VALE|MG
3106507,Berilo,MG,Berilo (MG),BERILO|MG
3106655,Berizal,MG,Berizal (MG),BERIZAL|MG
3106606,Bertópolis,MG,Bertópolis (MG),BERTOPOLIS|MG
3106705,Betim,MG,Betim (MG),BETIM|MG
3106804,Bias Fortes,MG,Bias Fortes (MG),BIAS FORTES|MG
3106903,Bicas,MG,Bicas (MG),BICAS|MG
3107000,Biquinhas,MG,Biquinhas (MG),BIQUINHAS|MG
3107109,Boa Esperança,MG,Boa Esperança (MG),BOA ESPERANCA|MG
3107208,Bocaina de Minas,MG,Bocaina de Minas (MG),BOCAINA DE MINAS|MG
3107307,Bocaiúva,MG,Bocaiúva (MG),BOCAIUVA|MG
3107406,Bom Despacho,MG,Bom Despacho (MG),BOM DESPACHO|MG
3107505,Bom Jardim de Minas,MG,Bom Jardim de Minas (MG),BOM JARDIM DE MINAS|MG
3107604,Bom Jesus da Penha,MG,Bom Jesus da Penha (MG),BOM JESUS DA PENHA|MG
3107703,Bom Jesus do Amparo,MG,Bom Jesus do Amparo (MG),BOM JESUS DO AMPARO|MG
3107802,Bom Jesus do Galho,MG,Bom Jesus do Galho (MG),BOM JESUS DO GALHO|MG
3107901,Bom Repouso,MG,Bom Repouso (MG),BOM REPOUSO|MG
3108008,Bom Sucesso,MG,Bom Sucesso (MG),BOM SUCESSO|MG
3108107,Bonfim,MG,Bonfim (MG),BONFIM|MG
3108206,Bonfinópolis de Minas,MG,Bonfinópolis de Minas (MG),BONFINOPOLIS DE MINAS|MG
3108255,Bonito de Minas,MG,Bonito de Minas (MG),BONITO DE MINAS|MG
3108305,Borda da Mata,MG,Borda da Mata (MG),BORDA DA MATA|MG
3108404,Botelhos,MG,Botelhos (MG),BOTELHOS|MG
3108503,Botumirim,MG,Botumirim (MG),BOTUMIRIM|MG
3108552,Brasilândia de Minas,MG,Brasilândia de Minas (MG),BRASILANDIA DE MINAS|MG
3108602,Brasília de Minas,MG,Brasília de Minas (MG),BRASILIA DE MINAS|MG
3108909,Brazópolis,MG,Brazópolis (MG),BRAZOPOLIS|MG
3108800,Braúnas,MG,Braúnas (MG),BRAUNAS|MG
3109006,Brumadinho,MG,Brumadinho (MG),BRUMADINHO|MG
3108701,Brás Pires,MG,Brás Pires (MG),BRAS PIRES|MG
3109105,Bueno Brandão,MG,Bueno Brandão (MG),BUENO BRANDAO|MG
3109204,Buenópolis,MG,Buenópolis (MG),BUENOPOLIS|MG
3109253,Bugre,MG,Bugre (MG),BUGRE|MG
3109303,Buritis,MG,Buritis (MG),BURITIS|MG
3109402,Buritizeiro,MG,Buritizeiro (MG),BURITIZEIRO|MG
3109451,Cabeceira Grande,MG,Cabeceira Grande (MG),CABECEIRA GRANDE|MG
3109501,Cabo Verde,MG,Cabo Verde (MG),CABO VERDE|MG
3109808,Cachoeira Dourada,MG,Cachoeira Dourada (MG),CACHOEIRA DOURADA|MG
3109600,Cachoeira da Prata,MG,Cachoeira da Prata (MG),CACHOEIRA DA PRATA|MG
3109709,Cachoeira de Minas,MG,Cachoeira de Minas (MG),CACHOEIRA DE MINAS|MG
3102704,Cachoeira de Pajeú,MG,Cachoeira de Pajeú (MG),CACHOEIRA DE PAJEU|MG
3109907,Caetanópolis,MG,Caetanópolis (MG),CAETANOPOLIS|MG
3110004,Caeté,MG,Caeté (MG),CAETE|MG
3110103,Caiana,MG,Caiana (MG),CAIANA|MG
3110202,Cajuri,MG,Cajuri (MG),CAJURI|MG
3110301,Caldas,MG,Caldas (MG),CALDAS|MG
3110400,Camacho,MG,Camacho (MG),CAMACHO|MG
3110509,Camanducaia,MG,Camanducaia (MG),CAMANDUCAIA|MG
3110707,Cambuquira,MG,Cambuquira (MG),CAMBUQUIRA|MG
3110608,Cambuí,MG,Cambuí (MG),CAMBUI|MG
3110905,Campanha,MG,Campanha (MG),CAMPANHA|MG
