schema,model,variable,coef,std_err,p_value,ci_low,ci_high,n,r2,adj_r2,aic,bic
5y_1985_2024,M2_frontier_x_slope,C(uf)[T.MT],-3.9928757295803616,2.188764096987165,0.06811270981307047,-8.282774530329538,0.29702307116881554,226,0.2924424970473696,0.2595328457472472,1276.3912762422776,1314.0171612342729
5y_1985_2024,M2_frontier_x_slope,C(uf)[T.PR],-1.475736538283857,1.0222555720333146,0.148849213713472,-3.4793206424645446,0.5278475658968307,226,0.2924424970473696,0.2595328457472472,1276.3912762422776,1314.0171612342729
5y_1985_2024,M2_frontier_x_slope,C(uf)[T.SP],-1.4128611717830553,1.0558852407212638,0.18086966541358296,-3.4823582154041377,0.6566358718380272,226,0.2924424970473696,0.2595328457472472,1276.3912762422776,1314.0171612342729
5y_1985_2024,M2_frontier_x_slope,neea_first_c,-0.36552687195613087,0.05807951278625997,3.102674132863653e-10,-0.479360625256834,-0.25169311865542776,226,0.2924424970473696,0.2595328457472472,1276.3912762422776,1314.0171612342729
5y_1985_2024,M2_frontier_x_slope,frontier_decade_c,1.4258398090078155,0.4909838172724111,0.003683735089627752,0.46352921016189486,2.388150407853736,226,0.2924424970473696,0.2595328457472472,1276.3912762422776,1314.0171612342729
5y_1985_2024,M2_frontier_x_slope,share_slope_le12_c,0.725858702269797,6.376114536732282,0.9093644025740976,-11.771096151027768,13.222813555567361,226,0.2924424970473696,0.2595328457472472,1276.3912762422776,1314.0171612342729
5y_1985_2024,M2_frontier_x_slope,frontier_decade_c:share_slope_le12_c,-4.741084051862618,8.523606287775461,0.5780537513848321,-21.44704539430167,11.964877290576435,226,0.2924424970473696,0.2595328457472472,1276.3912762422776,1314.0171612342729
5y_1985_2024,M2_frontier_x_slope,log_cane_area,1.6390855986712325,0.7213366042902117,0.023069030013489877,0.2252918335319969,3.052879363810468,226,0.2924424970473696,0.2595328457472472,1276.3912762422776,1314.0171612342729
pre_renovabio_1985_2015,M0_frontier,Intercept,-14.372139189182516,6.040234527796948,0.017340807224508488,-26.210781321839832,-2.5334970565251975,225,0.29441468202839993,0.2682818924738962,1266.550635574661,1297.2955391945009
pre_renovabio_1985_2015,M0_frontier,C(uf)[T.MG],0.1442798189388053,0.8572847652531037,0.8663483814826567,-1.5359674454521528,1.8245270833297633,225,0.29441468202839993,0.2682818924738962,1266.550635574661,1297.2955391945009
pre_renovabio_1985_2015,M0_frontier,C(uf)[T.MS],-1.7310775654259243,1.7384647904960346,0.31937128007861826,-5.138405943189122,1.676250812337274,225,0.29441468202839993,0.2682818924738962,1266.550635574661,1297.2955391945009
pre_renovabio_1985_2015,M0_frontier,C(uf)[T.MT],-3.5277801225165697,2.122046005103462,0.09642402139484575,-7.6869138660564555,0.6313536210233157,225,0.29441468202839993,0.2682818924738962,1266.550635574661,1297.2955391945009
pre_renovabio_1985_2015,M0_frontier,C(uf)[T.PR],-1.6862737116836595,0.9092980064750833,0.06367071621221668,-3.468465055588892,0.09591763222157268,225,0.29441468202839993,0.2682818924738962,1266.550635574661,1297.2955391945009
pre_renovabio_1985_2015,M0_frontier,C(uf)[T.SP],-1.48282434664506,0.9578604529766624,0.12160812943891727,-3.36019633669454,0.3945476434044204,225,0.29441468202839993,0.2682818924738962,1266.550635574661,1297.2955391945009
