iteration,period,slope_bin,selection_ratio
1074,zae_2009_2019,06_09,1.1285342652445445
1074,zae_2009_2019,09_12,0.48961607341993685
1074,zae_2009_2019,12_20,0.1313849679720495
1074,zae_2009_2019,gt_20,0.01801942313693193
1075,post_law_pre_zae_2002_2008,00_03,0.8804664493811518
1075,post_law_pre_zae_2002_2008,03_06,1.4480242240450825
1075,post_law_pre_zae_2002_2008,06_09,1.3720327781306711
1075,post_law_pre_zae_2002_2008,09_12,0.6292084862334074
1075,post_law_pre_zae_2002_2008,12_20,0.14384417963226662
1075,post_law_pre_zae_2002_2008,gt_20,0.017678937345206116
1075,post_zae_2020_2023,00_03,0.9349475492272089
1075,post_zae_2020_2023,03_06,1.4813157988808692
1075,post_zae_2020_2023,06_09,1.1999168617167837
1075,post_zae_2020_2023,09_12,0.5598482584536841
1075,post_zae_2020_2023,12_20,0.15542152144248825
1075,post_zae_2020_2023,gt_20,0.04144898345316277
1075,pre_law_1986_2001,00_03,0.8763831548754301
1075,pre_law_1986_2001,03_06,1.3826551320648848
1075,pre_law_1986_2001,06_09,1.464678755441962
1075,pre_law_1986_2001,09_12,0.8006416275788246
1075,pre_law_1986_2001,12_20,0.1973636504097282
1075,pre_law_1986_2001,gt_20,0.028491181146618937
1075,zae_2009_2019,00_03,1.0117866266273536
1075,zae_2009_2019,03_06,1.4553675721514792
1075,zae_2009_2019,06_09,1.125064127219877
1075,zae_2009_2019,09_12,0.4803004510572965
1075,zae_2009_2019,12_20,0.12024530906769228
1075,zae_2009_2019,gt_20,0.020799062740708568
1076,post_law_pre_zae_2002_2008,00_03,0.8797416322365477
1076,post_law_pre_zae_2002_2008,03_06,1.4249882118637622
1076,post_law_pre_zae_2002_2008,06_09,1.2958948538262658
1076,post_law_pre_zae_2002_2008,09_12,0.5939902368961464
1076,post_law_pre_zae_2002_2008,12_20,0.13219685552173385
1076,post_law_pre_zae_2002_2008,gt_20,0.01390312293631259
1076,post_zae_2020_2023,00_03,0.9490301507570551
1076,post_zae_2020_2023,03_06,1.4479074074372003
1076,post_zae_2020_2023,06_09,1.1206945773799264
1076,post_zae_2020_2023,09_12,0.5130547326876869
1076,post_zae_2020_2023,12_20,0.1454765293810246
1076,post_zae_2020_2023,gt_20,0.04468002802627701
1076,pre_law_1986_2001,00_03,0.9252466159423606
1076,pre_law_1986_2001,03_06,1.374571908018167
1076,pre_law_1986_2001,06_09,1.3006089400201806
1076,pre_law_1986_2001,09_12,0.6795094584981467
1076,pre_law_1986_2001,12_20,0.17621047291925465
1076,pre_law_1986_2001,gt_20,0.024876323608099812
1076,zae_2009_2019,00_03,1.0133410513319239
1076,zae_2009_2019,03_06,1.4150240150814537
1076,zae_2009_2019,06_09,1.08691845311288
1076,zae_2009_2019,09_12,0.4495662049014436
1076,zae_2009_2019,12_20,0.1114680518960876
1076,zae_2009_2019,gt_20,0.020611107172501367
1077,post_law_pre_zae_2002_2008,00_03,0.8866565685440051
1077,post_law_pre_zae_2002_2008,03_06,1.4833516847035875
1077,post_law_pre_zae_2002_2008,06_09,1.3486183467365702
1077,post_law_pre_zae_2002_2008,09_12,0.6060035698361533
1077,post_law_pre_zae_2002_2008,12_20,0.13330242087575644
1077,post_law_pre_zae_2002_2008,gt_20,0.013061251697310244
1077,post_zae_2020_2023,00_03,0.976861616726561
1077,post_zae_2020_2023,03_06,1.5090186145833446
1077,post_zae_2020_2023,06_09,1.1424313137058817
1077,post_zae_2020_2023,09_12,0.4851633173405281
1077,post_zae_2020_2023,12_20,0.1395371687056774
1077,post_zae_2020_2023,gt_20,0.023929807580462006
1077,pre_law_1986_2001,00_03,0.8268400478365967
1077,pre_law_1986_2001,03_06,1.416132114719845
1077,pre_law_1986_2001,06_09,1.5366319118226968
1077,pre_law_1986_2001,09_12,0.8218016013796402
1077,pre_law_1986_2001,12_20,0.18091593928197647
1077,pre_law_1986_2001,gt_20,0.02146970932671604
1077,zae_2009_2019,00_03,1.0679212349041782
1077,zae_2009_2019,03_06,1.4653616655265582
1077,zae_2009_2019,06_09,1.0575036409646061
1077,zae_2009_2019,09_12,0.4326071265816521
1077,zae_2009_2019,12_20,0.1078859224799087
1077,zae_2009_2019,gt_20,0.013924084878930883
1078,post_law_pre_zae_2002_2008,00_03,0.8905421632827113
1078,post_law_pre_zae_2002_2008,03_06,1.423877762002542
1078,post_law_pre_zae_2002_2008,06_09,1.3279750764554517
1078,post_law_pre_zae_2002_2008,09_12,0.6681276908492555
1078,post_law_pre_zae_2002_2008,12_20,0.16494787646296238
1078,post_law_pre_zae_2002_2008,gt_20,0.016792164656921873
1078,post_zae_2020_2023,00_03,0.9582662922536124
1078,post_zae_2020_2023,03_06,1.4248490768973716
1078,post_zae_2020_2023,06_09,1.1682704228163718
1078,post_zae_2020_2023,09_12,0.5788476791404967
1078,post_zae_2020_2023,12_20,0.18970345226577875
1078,post_zae_2020_2023,gt_20,0.0523180814243248
1078,pre_law_1986_2001,00_03,0.8451836802719876
1078,pre_law_1986_2001,03_06,1.364876355948617
1078,pre_law_1986_2001,06_09,1.5027507248941478
1078,pre_law_1986_2001,09_12,0.8624599963121974
1078,pre_law_1986_2001,12_20,0.21859268104715843
1078,pre_law_1986_2001,gt_20,0.030375029873495538
1078,zae_2009_2019,00_03,1.02189496089925
1078,zae_2009_2019,03_06,1.3973410436910882
1078,zae_2009_2019,06_09,1.1220556952843344
1078,zae_2009_2019,09_12,0.5267849186160909
1078,zae_2009_2019,12_20,0.14042722515055794
1078,zae_2009_2019,gt_20,0.022055707623931435
1079,post_law_pre_zae_2002_2008,00_03,0.9652444821183105
1079,post_law_pre_zae_2002_2008,03_06,1.4151413850874737
1079,post_law_pre_zae_2002_2008,06_09,1.2557894528636806
1079,post_law_pre_zae_2002_2008,09_12,0.591692788609879
1079,post_law_pre_zae_2002_2008,12_20,0.1351238412409113
1079,post_law_pre_zae_2002_2008,gt_20,0.01147948386181708
1079,post_zae_2020_2023,00_03,0.9934797894358935
1079,post_zae_2020_2023,03_06,1.433264982143077
1079,post_zae_2020_2023,06_09,1.1544499339122927
1079,post_zae_2020_2023,09_12,0.5434281359847865
1079,post_zae_2020_2023,12_20,0.14470957632485332
1079,post_zae_2020_2023,gt_20,0.02539947332326649
1079,pre_law_1986_2001,00_03,0.8907457638804526
1079,pre_law_1986_2001,03_06,1.383454384886756
1079,pre_law_1986_2001,06_09,1.4435747739352165
1079,pre_law_1986_2001,09_12,0.80749743880563
1079,pre_law_1986_2001,12_20,0.18905573500218387
1079,pre_law_1986_2001,gt_20,0.02183982834767814
1079,zae_2009_2019,00_03,1.1427432813805811
1079,zae_2009_2019,03_06,1.3860290902392187
1079,zae_2009_2019,06_09,0.9661601837856416
1079,zae_2009_2019,09_12,0.3972812186640199
1079,zae_2009_2019,12_20,0.10016233022700483
1079,zae_2009_2019,gt_20,0.012298430566242644
1080,post_law_pre_zae_2002_2008,00_03,0.8996455024880046
1080,post_law_pre_zae_2002_2008,03_06,1.4392586444573807
1080,post_law_pre_zae_2002_2008,06_09,1.3103952992946397
1080,post_law_pre_zae_2002_2008,09_12,0.6283044539181274
1080,post_law_pre_zae_2002_2008,12_20,0.15796047582443132
1080,post_law_pre_zae_2002_2008,gt_20,0.01758765903502394
1080,post_zae_2020_2023,00_03,1.0058874524201071
1080,post_zae_2020_2023,03_06,1.4314188915262362
1080,post_zae_2020_2023,06_09,1.1193898346804985
1080,post_zae_2020_2023,09_12,0.5318382040412122
1080,post_zae_2020_2023,12_20,0.14997490345719328
1080,post_zae_2020_2023,gt_20,0.025802344140864995
1080,pre_law_1986_2001,00_03,0.8426340719250232
1080,pre_law_1986_2001,03_06,1.3964519066036152
1080,pre_law_1986_2001,06_09,1.4799493048654797
1080,pre_law_1986_2001,09_12,0.8214958362686875
1080,pre_law_1986_2001,12_20,0.19635824418723768
1080,pre_law_1986_2001,gt_20,0.026908361564230012
1080,zae_2009_2019,00_03,1.1081211407413332
1080,zae_2009_2019,03_06,1.3926067767408152
1080,zae_2009_2019,06_09,1.018885657833881
1080,zae_2009_2019,09_12,0.43194348746311007
1080,zae_2009_2019,12_20,0.1150359502031918
1080,zae_2009_2019,gt_20,0.020820730151595496
1081,post_law_pre_zae_2002_2008,00_03,0.9138018839665317
1081,post_law_pre_zae_2002_2008,03_06,1.3408689480933909
1081,post_law_pre_zae_2002_2008,06_09,1.3926247714494715
1081,post_law_pre_zae_2002_2008,09_12,0.7283997083297924
1081,post_law_pre_zae_2002_2008,12_20,0.19290263141164996
1081,post_law_pre_zae_2002_2008,gt_20,0.023087595680749917
1081,post_zae_2020_2023,00_03,0.9469334169368784
1081,post_zae_2020_2023,03_06,1.3854848872501557
1081,post_zae_2020_2023,06_09,1.2325465919757275
1081,post_zae_2020_2023,09_12,0.6542666908336965
1081,post_zae_2020_2023,12_20,0.21850295752599377
1081,post_zae_2020_2023,gt_20,0.055447223500325375
1081,pre_law_1986_2001,00_03,0.8234406456642115
1081,pre_law_1986_2001,03_06,1.3271434140386127
1081,pre_law_1986_2001,06_09,1.5466950087307203
1081,pre_law_1986_2001,09_12,0.9245364364677885
1081,pre_law_1986_2001,12_20,0.24264018277680102
1081,pre_law_1986_2001,gt_20,0.030221061163053897
1081,zae_2009_2019,00_03,1.0895079131221312
1081,zae_2009_2019,03_06,1.3221439698003645
1081,zae_2009_2019,06_09,1.1026835848838596
1081,zae_2009_2019,09_12,0.5331093999530521
1081,zae_2009_2019,12_20,0.15711750192677504
1081,zae_2009_2019,gt_20,0.023866078974180086
1082,post_law_pre_zae_2002_2008,00_03,0.914068486062052
1082,post_law_pre_zae_2002_2008,03_06,1.4282822990737183
1082,post_law_pre_zae_2002_2008,06_09,1.3038499487700628
1082,post_law_pre_zae_2002_2008,09_12,0.628754632791828
1082,post_law_pre_zae_2002_2008,12_20,0.15951608076357252
1082,post_law_pre_zae_2002_2008,gt_20,0.018859966689448126
1082,post_zae_2020_2023,00_03,0.9945600562958891
1082,post_zae_2020_2023,03_06,1.4212484462177017
1082,post_zae_2020_2023,06_09,1.1598434373057367
1082,post_zae_2020_2023,09_12,0.5484344521644196
1082,post_zae_2020_2023,12_20,0.14699006890180608
1082,post_zae_2020_2023,gt_20,0.032324070656540735
1082,pre_law_1986_2001,00_03,0.7951891799006862
1082,pre_law_1986_2001,03_06,1.3737130628795795
1082,pre_law_1986_2001,06_09,1.5745340825490024
1082,pre_law_1986_2001,09_12,0.9375189411170267
1082,pre_law_1986_2001,12_20,0.2278123262030962
1082,pre_law_1986_2001,gt_20,0.0289191280377047
1082,zae_2009_2019,00_03,1.0915641811858299
1082,zae_2009_2019,03_06,1.3859343807996571
1082,zae_2009_2019,06_09,1.0481414569296101
1082,zae_2009_2019,09_12,0.44648550032363715
1082,zae_2009_2019,12_20,0.12121756198985116
1082,zae_2009_2019,gt_20,0.01867468966261103
1083,post_law_pre_zae_2002_2008,00_03,0.9234277598059059
1083,post_law_pre_zae_2002_2008,03_06,1.4054286359284667
1083,post_law_pre_zae_2002_2008,06_09,1.2909902313149648
1083,post_law_pre_zae_2002_2008,09_12,0.6274125249611885
1083,post_law_pre_zae_2002_2008,12_20,0.15906761657094456
1083,post_law_pre_zae_2002_2008,gt_20,0.019084122536987165
1083,post_zae_2020_2023,00_03,0.9708538034216433
1083,post_zae_2020_2023,03_06,1.4240601397547195
1083,post_zae_2020_2023,06_09,1.1743881398136808
1083,post_zae_2020_2023,09_12,0.5516542756760252
1083,post_zae_2020_2023,12_20,0.1638899350431343
1083,post_zae_2020_2023,gt_20,0.03851506688582735
1083,pre_law_1986_2001,00_03,0.863944267025639
1083,pre_law_1986_2001,03_06,1.3179665122418744
1083,pre_law_1986_2001,06_09,1.4994155467444426
1083,pre_law_1986_2001,09_12,0.8911765328354533
1083,pre_law_1986_2001,12_20,0.21317500367678208
1083,pre_law_1986_2001,gt_20,0.02379528408824926
1083,zae_2009_2019,00_03,1.0647746712904929
1083,zae_2009_2019,03_06,1.396598835375509
1083,zae_2009_2019,06_09,1.0682403397682991
1083,zae_2009_2019,09_12,0.45825999854548105
1083,zae_2009_2019,12_20,0.12744685567037833
1083,zae_2009_2019,gt_20,0.02264839698561259
1084,post_law_pre_zae_2002_2008,00_03,0.8829622243691315
1084,post_law_pre_zae_2002_2008,03_06,1.3969248597905402
1084,post_law_pre_zae_2002_2008,06_09,1.330622423317133
1084,post_law_pre_zae_2002_2008,09_12,0.7282256812348021
1084,post_law_pre_zae_2002_2008,12_20,0.21364863263914854
1084,post_law_pre_zae_2002_2008,gt_20,0.029246187064666147
1084,post_zae_2020_2023,00_03,0.9930145928477245
1084,post_zae_2020_2023,03_06,1.4268837708709863
1084,post_zae_2020_2023,06_09,1.0841921781704291
1084,post_zae_2020_2023,09_12,0.597162496679691
1084,post_zae_2020_2023,12_20,0.1970388429786267
1084,post_zae_2020_2023,gt_20,0.05411156769894242
1084,pre_law_1986_2001,00_03,0.8477170283644461
1084,pre_law_1986_2001,03_06,1.3390709014601039
1084,pre_law_1986_2001,06_09,1.463989663797214
1084,pre_law_1986_2001,09_12,0.892428434163651
1084,pre_law_1986_2001,12_20,0.23922327173796643
1084,pre_law_1986_2001,gt_20,0.030995709393234715
1084,zae_2009_2019,00_03,1.0546534482785765
1084,zae_2009_2019,03_06,1.3980505755038835
1084,zae_2009_2019,06_09,1.061448482501213
1084,zae_2009_2019,09_12,0.5160533969188957
1084,zae_2009_2019,12_20,0.15620614928113813
1084,zae_2009_2019,gt_20,0.025244494422994698
1085,post_law_pre_zae_2002_2008,00_03,0.8981166536846897
1085,post_law_pre_zae_2002_2008,03_06,1.4591001025072767
1085,post_law_pre_zae_2002_2008,06_09,1.286733248295591
1085,post_law_pre_zae_2002_2008,09_12,0.6004461224580594
1085,post_law_pre_zae_2002_2008,12_20,0.14588996891580602
1085,post_law_pre_zae_2002_2008,gt_20,0.015276372387740832
1085,post_zae_2020_2023,00_03,0.9564818673464858
1085,post_zae_2020_2023,03_06,1.4795521030014953
1085,post_zae_2020_2023,06_09,1.1209520576486243
1085,post_zae_2020_2023,09_12,0.5105878734583619
1085,post_zae_2020_2023,12_20,0.15677042186560475
1085,post_zae_2020_2023,gt_20,0.046452957315976734
1085,pre_law_1986_2001,00_03,0.9216499043135338
1085,pre_law_1986_2001,03_06,1.3578824318881497
1085,pre_law_1986_2001,06_09,1.3968078875832992
1085,pre_law_1986_2001,09_12,0.7829545159296196
1085,pre_law_1986_2001,12_20,0.2097313703112353
1085,pre_law_1986_2001,gt_20,0.03045974445553525
1085,zae_2009_2019,00_03,1.0276805736200847
1085,zae_2009_2019,03_06,1.4588269974237529
1085,zae_2009_2019,06_09,1.0351193005854917
1085,zae_2009_2019,09_12,0.4425846198729821
1085,zae_2009_2019,12_20,0.11967027858627427
1085,zae_2009_2019,gt_20,0.01897804943641678
1086,post_law_pre_zae_2002_2008,00_03,0.901998465962767
1086,post_law_pre_zae_2002_2008,03_06,1.404204442883171
1086,post_law_pre_zae_2002_2008,06_09,1.3356346373607775
1086,post_law_pre_zae_2002_2008,09_12,0.6619238200130737
1086,post_law_pre_zae_2002_2008,12_20,0.1769990902447495
1086,post_law_pre_zae_2002_2008,gt_20,0.022157103021407356
1086,post_zae_2020_2023,00_03,0.9212714040443449
1086,post_zae_2020_2023,03_06,1.4943803062603096
1086,post_zae_2020_2023,06_09,1.169049017257895
1086,post_zae_2020_2023,09_12,0.5529985236530223
1086,post_zae_2020_2023,12_20,0.16540579315554163
1086,post_zae_2020_2023,gt_20,0.04626096059146805
1086,pre_law_1986_2001,00_03,0.8708359712898501
1086,pre_law_1986_2001,03_06,1.3455667226280876
1086,pre_law_1986_2001,06_09,1.4542957719451997
1086,pre_law_1986_2001,09_12,0.8552115228437706
1086,pre_law_1986_2001,12_20,0.231111415153932
1086,pre_law_1986_2001,gt_20,0.034399526398705686
1086,zae_2009_2019,00_03,1.0417221038203968
1086,zae_2009_2019,03_06,1.4216839813102615
1086,zae_2009_2019,06_09,1.082812231506282
1086,zae_2009_2019,09_12,0.4620391824578474
1086,zae_2009_2019,12_20,0.12546270207401508
1086,zae_2009_2019,gt_20,0.02225658715502914
1087,post_law_pre_zae_2002_2008,00_03,0.8924497831450422
1087,post_law_pre_zae_2002_2008,03_06,1.4556491770785578
1087,post_law_pre_zae_2002_2008,06_09,1.313450293538009
1087,post_law_pre_zae_2002_2008,09_12,0.6722470559607967
1087,post_law_pre_zae_2002_2008,12_20,0.18471406675619942
1087,post_law_pre_zae_2002_2008,gt_20,0.017245433742938476
1087,post_zae_2020_2023,00_03,0.9058385773750307
1087,post_zae_2020_2023,03_06,1.515853984857787
1087,post_zae_2020_2023,06_09,1.225897632748721
1087,post_zae_2020_2023,09_12,0.5723420187954229
1087,post_zae_2020_2023,12_20,0.15898484612884906
1087,post_zae_2020_2023,gt_20,0.030481485440177262
1087,pre_law_1986_2001,00_03,0.8699173497663479
1087,pre_law_1986_2001,03_06,1.4004852374408205
1087,pre_law_1986_2001,06_09,1.4513051804185495
1087,pre_law_1986_2001,09_12,0.8225252635492094
1087,pre_law_1986_2001,12_20,0.21410129319419668
1087,pre_law_1986_2001,gt_20,0.02506942266657419
1087,zae_2009_2019,00_03,1.022799472070165
1087,zae_2009_2019,03_06,1.4589496405569395
1087,zae_2009_2019,06_09,1.1008828802772845
1087,zae_2009_2019,09_12,0.48587910143585566
1087,zae_2009_2019,12_20,0.13811736450164222
1087,zae_2009_2019,gt_20,0.019640210171651427
1088,post_law_pre_zae_2002_2008,00_03,0.8656319721281049
1088,post_law_pre_zae_2002_2008,03_06,1.4582138518622454
1088,post_law_pre_zae_2002_2008,06_09,1.3640540668824028
1088,post_law_pre_zae_2002_2008,09_12,0.646637040298968
1088,post_law_pre_zae_2002_2008,12_20,0.15809489711157232
1088,post_law_pre_zae_2002_2008,gt_20,0.018091833140028175
1088,post_zae_2020_2023,00_03,0.9443419244186104
1088,post_zae_2020_2023,03_06,1.4736061940616818
1088,post_zae_2020_2023,06_09,1.1962296726325146
1088,post_zae_2020_2023,09_12,0.5285162938343585
1088,post_zae_2020_2023,12_20,0.15008198854118562
1088,post_zae_2020_2023,gt_20,0.030022667181374783
1088,pre_law_1986_2001,00_03,0.8021112136034249
1088,pre_law_1986_2001,03_06,1.3788378035719242
1088,pre_law_1986_2001,06_09,1.5556544994154924
1088,pre_law_1986_2001,09_12,0.9303982276324686
1088,pre_law_1986_2001,12_20,0.2350355035079834
1088,pre_law_1986_2001,gt_20,0.026621037112816374
1088,zae_2009_2019,00_03,1.0448891674520728
1088,zae_2009_2019,03_06,1.4296447620776902
1088,zae_2009_2019,06_09,1.0803830693433685
1088,zae_2009_2019,09_12,0.4369206763759687
1088,zae_2009_2019,12_20,0.11126432637937284
1088,zae_2009_2019,gt_20,0.01704135761364161
1089,post_law_pre_zae_2002_2008,00_03,0.8676930166492077
1089,post_law_pre_zae_2002_2008,03_06,1.459168848355219
1089,post_law_pre_zae_2002_2008,06_09,1.3449418050572508
1089,post_law_pre_zae_2002_2008,09_12,0.6511368194385478
1089,post_law_pre_zae_2002_2008,12_20,0.1633376620124692
1089,post_law_pre_zae_2002_2008,gt_20,0.019270054909496178
1089,post_zae_2020_2023,00_03,0.9029733749990722
1089,post_zae_2020_2023,03_06,1.5138406221427614
1089,post_zae_2020_2023,06_09,1.2141923316170222
1089,post_zae_2020_2023,09_12,0.5538105360777523
1089,post_zae_2020_2023,12_20,0.15179079215546992
1089,post_zae_2020_2023,gt_20,0.03231358746396432
1089,pre_law_1986_2001,00_03,0.8453406440919952
1089,pre_law_1986_2001,03_06,1.3918845459407434
1089,pre_law_1986_2001,06_09,1.4698249904565197
1089,pre_law_1986_2001,09_12,0.8314921806899689
1089,pre_law_1986_2001,12_20,0.21547703619592118
1089,pre_law_1986_2001,gt_20,0.028836772686508038
1089,zae_2009_2019,00_03,0.9737263940489232
1089,zae_2009_2019,03_06,1.4937032812676045
1089,zae_2009_2019,06_09,1.1286352775302892
1089,zae_2009_2019,09_12,0.47752845917037945
1089,zae_2009_2019,12_20,0.12659407889936103
1089,zae_2009_2019,gt_20,0.021000470809900938
1090,post_law_pre_zae_2002_2008,00_03,0.8917593677755655
1090,post_law_pre_zae_2002_2008,03_06,1.4385598749457373
1090,post_law_pre_zae_2002_2008,06_09,1.319459258505924
1090,post_law_pre_zae_2002_2008,09_12,0.6303526249982208
1090,post_law_pre_zae_2002_2008,12_20,0.16295817336676022
1090,post_law_pre_zae_2002_2008,gt_20,0.01998061241998278
1090,post_zae_2020_2023,00_03,0.984010251996886
1090,post_zae_2020_2023,03_06,1.4302406729755093
1090,post_zae_2020_2023,06_09,1.1434658211342061
1090,post_zae_2020_2023,09_12,0.5479900782296614
1090,post_zae_2020_2023,12_20,0.16381946929073019
1090,post_zae_2020_2023,gt_20,0.04080655003262779
1090,pre_law_1986_2001,00_03,0.826514622661918
1090,pre_law_1986_2001,03_06,1.3909498203836694
1090,pre_law_1986_2001,06_09,1.483353011521117
1090,pre_law_1986_2001,09_12,0.8517177649351285
1090,pre_law_1986_2001,12_20,0.2285202329305224
1090,pre_law_1986_2001,gt_20,0.033290587257118635
1090,zae_2009_2019,00_03,1.0779212408827608
1090,zae_2009_2019,03_06,1.4002789211027409
1090,zae_2009_2019,06_09,1.0380720223414268
1090,zae_2009_2019,09_12,0.4508942494602131
1090,zae_2009_2019,12_20,0.12317606544980436
1090,zae_2009_2019,gt_20,0.019478977864824255
1091,post_law_pre_zae_2002_2008,00_03,0.9487120352550226
1091,post_law_pre_zae_2002_2008,03_06,1.4112354880358464
1091,post_law_pre_zae_2002_2008,06_09,1.309082849604041
1091,post_law_pre_zae_2002_2008,09_12,0.6512918738768555
1091,post_law_pre_zae_2002_2008,12_20,0.1621190509117439
1091,post_law_pre_zae_2002_2008,gt_20,0.01835248860945611
1091,post_zae_2020_2023,00_03,1.0234938561116247
1091,post_zae_2020_2023,03_06,1.452418098417329
1091,post_zae_2020_2023,06_09,1.0917718196222408
1091,post_zae_2020_2023,09_12,0.5328438737413376
1091,post_zae_2020_2023,12_20,0.15424153931847817
1091,post_zae_2020_2023,gt_20,0.03913463512199966
1091,pre_law_1986_2001,00_03,0.8547525171668273
1091,pre_law_1986_2001,03_06,1.3384417559939858
1091,pre_law_1986_2001,06_09,1.5445516593717594
1091,pre_law_1986_2001,09_12,0.9521306658465943
1091,pre_law_1986_2001,12_20,0.2515976937100614
1091,pre_law_1986_2001,gt_20,0.03373912965130134
1091,zae_2009_2019,00_03,1.1166930337795582
1091,zae_2009_2019,03_06,1.4161308730215434
1091,zae_2009_2019,06_09,1.003178674769866
1091,zae_2009_2019,09_12,0.4393105702727013
1091,zae_2009_2019,12_20,0.11649657044860882
1091,zae_2009_2019,gt_20,0.019222933727563504
1092,post_law_pre_zae_2002_2008,00_03,0.8418780600601472
1092,post_law_pre_zae_2002_2008,03_06,1.350771511717864
1092,post_law_pre_zae_2002_2008,06_09,1.4497924831806062
1092,post_law_pre_zae_2002_2008,09_12,0.8136680763141428
1092,post_law_pre_zae_2002_2008,12_20,0.22918918884606385
1092,post_law_pre_zae_2002_2008,gt_20,0.02957461878610448
1092,post_zae_2020_2023,00_03,0.9874775111113615
1092,post_zae_2020_2023,03_06,1.3637735007512048
1092,post_zae_2020_2023,06_09,1.1515782752789028
1092,post_zae_2020_2023,09_12,0.6204352654872811
1092,post_zae_2020_2023,12_20,0.21437948726541384
1092,post_zae_2020_2023,gt_20,0.05749342481044316
1092,pre_law_1986_2001,00_03,0.7588903967163144
1092,pre_law_1986_2001,03_06,1.3319476781214112
1092,pre_law_1986_2001,06_09,1.5891115403786358
1092,pre_law_1986_2001,09_12,0.985614281219721
1092,pre_law_1986_2001,12_20,0.2658970598015317
1092,pre_law_1986_2001,gt_20,0.04234592997682651
1092,zae_2009_2019,00_03,1.0924017939408823
1092,zae_2009_2019,03_06,1.3136330143841506
1092,zae_2009_2019,06_09,1.06130853253339
1092,zae_2009_2019,09_12,0.5483047361784787
1092,zae_2009_2019,12_20,0.17162643622701465
1092,zae_2009_2019,gt_20,0.032361960040373075
1093,post_law_pre_zae_2002_2008,00_03,0.898119904917073
1093,post_law_pre_zae_2002_2008,03_06,1.408284568950589
1093,post_law_pre_zae_2002_2008,06_09,1.3431943030519442
1093,post_law_pre_zae_2002_2008,09_12,0.6815084218802573
1093,post_law_pre_zae_2002_2008,12_20,0.17814772777581991
1093,post_law_pre_zae_2002_2008,gt_20,0.02265381536622151
1093,post_zae_2020_2023,00_03,1.0363254105255157
1093,post_zae_2020_2023,03_06,1.4171194888695644
1093,post_zae_2020_2023,06_09,1.0686034930977395
1093,post_zae_2020_2023,09_12,0.49629454816914564
1093,post_zae_2020_2023,12_20,0.14917591588616896
1093,post_zae_2020_2023,gt_20,0.03817254382249425
1093,pre_law_1986_2001,00_03,0.8605462808779851
1093,pre_law_1986_2001,03_06,1.366284106613028
1093,pre_law_1986_2001,06_09,1.4824369810879143
1093,pre_law_1986_2001,09_12,0.8440063068991993
1093,pre_law_1986_2001,12_20,0.21796473334040622
1093,pre_law_1986_2001,gt_20,0.036702387906667
1093,zae_2009_2019,00_03,1.0877626954483475
1093,zae_2009_2019,03_06,1.3915669931689467
1093,zae_2009_2019,06_09,1.0282097542854662
1093,zae_2009_2019,09_12,0.4659415760979798
1093,zae_2009_2019,12_20,0.13248101485962993
1093,zae_2009_2019,gt_20,0.020548805155557768
1094,post_law_pre_zae_2002_2008,00_03,0.9268302215018035
1094,post_law_pre_zae_2002_2008,03_06,1.474775267734612
1094,post_law_pre_zae_2002_2008,06_09,1.298967260741934
1094,post_law_pre_zae_2002_2008,09_12,0.5996825450971834
1094,post_law_pre_zae_2002_2008,12_20,0.14803214373688403
1094,post_law_pre_zae_2002_2008,gt_20,0.019321869873562457
1094,post_zae_2020_2023,00_03,1.1032516218973196
1094,post_zae_2020_2023,03_06,1.4410484744182297
1094,post_zae_2020_2023,06_09,1.0143077700093441
1094,post_zae_2020_2023,09_12,0.44385889974451653
1094,post_zae_2020_2023,12_20,0.12933169513691736
1094,post_zae_2020_2023,gt_20,0.03320776479012894
1094,pre_law_1986_2001,00_03,0.896758887257589
1094,pre_law_1986_2001,03_06,1.421656172307601
1094,pre_law_1986_2001,06_09,1.4382027588487947
1094,pre_law_1986_2001,09_12,0.7614861168854742
1094,pre_law_1986_2001,12_20,0.20348261528277375
1094,pre_law_1986_2001,gt_20,0.03872413482744793
1094,zae_2009_2019,00_03,1.1180604528084177
1094,zae_2009_2019,03_06,1.4304677710375444
1094,zae_2009_2019,06_09,1.0276949705683172
1094,zae_2009_2019,09_12,0.4287557277596184
1094,zae_2009_2019,12_20,0.11007561007561328
1094,zae_2009_2019,gt_20,0.018851303176557303
1095,post_law_pre_zae_2002_2008,00_03,0.8837456736634562
1095,post_law_pre_zae_2002_2008,03_06,1.4532843628484853
1095,post_law_pre_zae_2002_2008,06_09,1.336194500783066
1095,post_law_pre_zae_2002_2008,09_12,0.6280220805452249
1095,post_law_pre_zae_2002_2008,12_20,0.16123701738239932
1095,post_law_pre_zae_2002_2008,gt_20,0.022181316497379804
1095,post_zae_2020_2023,00_03,0.9861512733503912
1095,post_zae_2020_2023,03_06,1.4721839060506807
1095,post_zae_2020_2023,06_09,1.1275515640577036
1095,post_zae_2020_2023,09_12,0.5037705188484148
1095,post_zae_2020_2023,12_20,0.1518096088181141
1095,post_zae_2020_2023,gt_20,0.04072452796055224
1095,pre_law_1986_2001,00_03,0.8671925452614708
1095,pre_law_1986_2001,03_06,1.4090314544970102
1095,pre_law_1986_2001,06_09,1.4409074392961707
1095,pre_law_1986_2001,09_12,0.7510284033686223
1095,pre_law_1986_2001,12_20,0.1928139465962328
1095,pre_law_1986_2001,gt_20,0.034653542959894576
